#,Company,Symbol,Weight,Price,Chg,% Chg,date,Volume,EPS (Trailing),EPS (Forward),P/E (Trailing),P/E (Forward),Dividend Yield,Market Cap
362,SolarEdge Technologies Inc.,SEDG,0.048363,293.51,-4.8,(-1.61%),2023-04-04,"1,021,474",1.66,11.49,179.81,25.97,-,16.31B
363,Teradyne Inc.,TER,0.04833,103.5,-3.3,(-3.09%),2023-04-04,"1,502,527",4.22,5.20,25.31,20.54,0.41%,16.68B
364,PerkinElmer Inc.,PKI,0.04813,132.56,1.19,(0.91%),2023-04-04,"621,735",4.05,6.17,32.42,21.31,0.21%,16.33B
365,Quest Diagnostics Incorporated,DGX,0.047049,140.73,-1.94,(-1.36%),2023-04-04,"970,287",7.91,9.21,18.03,15.50,1.99%,15.64B
366,Zebra Technologies Corporation Class A,ZBRA,0.046553,308.93,-2.72,(-0.87%),2023-04-04,"347,427",8.79,19.48,35.43,16.00,-,15.57B
367,Huntington Bancshares Incorporated,HBAN,0.046248,10.98,-0.2,(-1.75%),2023-04-04,"17,010,625",1.45,1.51,7.70,7.37,5.55%,16.11B
368,FactSet Research Systems Inc.,FDS,0.046162,410.12,-5.94,(-1.43%),2023-04-04,"288,353",11.49,16.41,36.19,25.35,0.86%,15.75B
369,AES Corporation,AES,0.046147,23.93,0.11,(0.46%),2023-04-04,"2,781,424",-1.19,1.93,-,12.35,2.79%,15.60B
370,Atmos Energy Corporation,ATO,0.046137,108.83,-2.28,(-2.06%),2023-04-04,"839,872",5.65,6.41,19.67,17.34,2.66%,15.85B
371,Mosaic Company,MOS,0.045898,46.3,-0.27,(-0.57%),2023-04-04,"4,391,382",9.99,5.72,4.66,8.13,1.72%,15.46B
372,Howmet Aerospace Inc.,HWM,0.045795,40.5,-2.47,(-5.75%),2023-04-04,"2,611,077",1.11,2.02,38.78,21.33,0.37%,17.54B
373,Best Buy Co. Inc.,BBY,0.045725,77.53,-0.98,(-1.25%),2023-04-04,"2,178,320",6.30,7.05,12.46,11.14,4.69%,16.47B
374,Molina Healthcare Inc.,MOH,0.045634,273.19,1.19,(0.44%),2023-04-04,"505,678",13.54,22.99,20.08,11.83,-,15.76B
375,FLEETCOR Technologies Inc.,FLT,0.045185,224.99,13.42,(6.34%),2023-04-04,"443,337",12.42,19.71,17.03,10.73,-,15.16B
376,Garmin Ltd.,GRMN,0.044843,100.1,-0.62,(-0.62%),2023-04-04,"646,059",5.04,5.80,19.96,17.35,2.90%,18.87B
377,Iron Mountain Inc.,IRM,0.044698,52.63,-0.39,(-0.73%),2023-04-04,"1,267,170",1.91,1.87,27.83,28.30,4.67%,15.09B
378,FMC Corporation,FMC,0.044604,121.68,-1.03,(-0.84%),2023-04-04,"879,387",6.57,8.86,18.67,13.84,1.89%,15.23B
379,Jacobs Solutions Inc.,J,0.043786,124.35,6.73,(5.72%),2023-04-04,"493,896",5.02,8.20,23.42,14.34,0.88%,14.73B
380,Textron Inc.,TXT,0.043301,69.41,-1.52,(-2.14%),2023-04-04,"1,301,850",4.01,5.69,17.67,12.46,0.11%,14.49B
381,Lamb Weston Holdings Inc.,LW,0.043186,100.83,-3.39,(-3.25%),2023-04-04,"1,987,048",3.27,4.43,31.87,23.51,1.07%,14.76B
382,Citizens Financial Group Inc.,CFG,0.042865,30.02,-0.18,(-0.58%),2023-04-04,"9,700,060",4.09,5.05,7.38,5.98,5.56%,14.82B
383,Tyler Technologies Inc.,TYL,0.042677,359.63,5.62,(1.59%),2023-04-04,"231,889",3.88,8.64,91.33,40.99,-,14.37B
384,Interpublic Group of Companies Inc.,IPG,0.042276,38.7,1.13,(3.01%),2023-04-04,"3,350,171",2.38,3.05,15.81,12.31,3.30%,14.17B
385,Avery Dennison Corporation,AVY,0.042267,175.5,-2.87,(-1.61%),2023-04-04,"436,442",9.21,10.58,19.36,16.86,1.68%,14.08B
386,MarketAxess Holdings Inc.,MKTX,0.042263,392.23,3.07,(0.79%),2023-04-04,"381,238",6.65,8.87,58.55,43.85,0.74%,14.51B
387,Bunge Limited,BG,0.042095,95.05,-1.61,(-1.67%),2023-04-04,"1,571,642",10.52,11.04,9.19,8.75,2.59%,14.46B
388,Paycom Software Inc.,PAYC,0.04203,292.84,-5.79,(-1.94%),2023-04-04,"363,668",4.84,9.23,61.69,32.36,-,17.55B
389,CF Industries Holdings Inc.,CF,0.041852,69.75,-3.92,(-5.33%),2023-04-04,"2,136,484",16.32,8.28,4.51,8.89,2.17%,14.32B
390,J.B. Hunt Transport Services Inc.,JBHT,0.041685,171.7,-1.72,(-0.99%),2023-04-04,"580,701",9.21,10.15,18.84,17.09,0.97%,17.41B
391,LKQ Corporation,LKQ,0.04167,55.78,-0.92,(-1.62%),2023-04-04,"1,073,816",4.09,4.38,13.86,12.95,1.94%,14.85B
392,Everest Re Group Ltd.,RE,0.041243,175.73,-186.0,(-51.45%),2023-04-04,"148,446",14.79,54.69,24.47,6.62,1.82%,14.10B
393,United Airlines Holdings Inc.,UAL,0.04103,42.6,-0.76,(-1.74%),2023-04-04,"5,850,281",2.08,10.16,20.80,4.26,-,14.01B
394,Cboe Global Markets Inc,CBOE,0.041015,135.33,0.77,(0.57%),2023-04-04,"559,724",2.18,7.50,61.64,17.93,1.49%,14.02B
395,Expedia Group Inc.,EXPE,0.040973,94.15,-0.93,(-0.97%),2023-04-04,"1,434,727",2.13,11.48,44.59,8.28,-,14.44B
396,MGM Resorts International,MGM,0.040831,44.08,-0.17,(-0.38%),2023-04-04,"3,211,451",3.38,1.18,13.08,37.40,0.02%,16.10B
397,Royal Caribbean Group,RCL,0.040598,63.8,-0.45,(-0.70%),2023-04-04,"2,603,568",-8.46,6.01,-,10.69,-,16.26B
398,NetApp Inc.,NTAP,0.040398,63.24,-0.96,(-1.49%),2023-04-04,"2,217,193",5.79,5.64,11.08,11.38,3.12%,13.46B
399,Evergy Inc.,EVRG,0.040244,60.76,0.31,(0.51%),2023-04-04,"1,012,801",3.27,3.97,18.51,15.22,4.05%,13.73B
400,PTC Inc.,PTC,0.039535,127.69,-0.39,(-0.30%),2023-04-04,"376,684",2.89,5.25,44.30,24.38,-,14.84B
401,PulteGroup Inc.,PHM,0.039378,58.41,-0.59,(-1.00%),2023-04-04,"2,290,068",11.20,7.08,5.27,8.34,1.08%,12.89B
402,Brown & Brown Inc.,BRO,0.039304,57.83,0.18,(0.31%),2023-04-04,"1,020,007",2.37,2.71,24.37,21.23,0.80%,16.16B
403,Etsy Inc.,ETSY,0.039296,110.03,1.78,(1.64%),2023-04-04,"4,973,456",-5.62,3.28,-,32.99,-,13.18B
404,Incyte Corporation,INCY,0.039073,72.7,0.04,(0.06%),2023-04-04,"1,213,720",1.52,4.97,47.74,14.61,-,15.92B
405,Essex Property Trust Inc.,ESS,0.038692,208.42,0.08,(0.04%),2023-04-04,"387,598",6.28,5.96,33.16,34.95,4.44%,13.11B
406,Alliant Energy Corp,LNT,0.038384,52.24,-0.49,(-0.92%),2023-04-04,"1,973,837",2.73,3.21,19.33,16.41,3.43%,13.12B
407,Pool Corporation,POOL,0.038352,322.4,-16.9,(-4.97%),2023-04-04,"315,871",18.76,17.97,18.09,18.88,1.18%,12.98B
408,Packaging Corporation of America,PKG,0.038125,139.03,-1.28,(-0.91%),2023-04-04,"1,159,861",11.01,9.20,12.74,15.25,3.56%,12.50B
409,Snap-on Incorporated,SNA,0.038038,259.2,12.56,(5.09%),2023-04-04,"273,952",16.82,17.73,14.66,13.91,2.63%,12.84B
410,International Paper Company,IP,0.037536,35.47,-0.5,(-1.38%),2023-04-04,"2,579,190",4.74,2.89,7.59,12.45,5.14%,12.28B
411,Synchrony Financial,SYF,0.037241,28.65,-0.74,(-2.50%),2023-04-04,"5,917,480",6.11,5.36,4.81,5.48,3.13%,12.61B
412,Trimble Inc.,TRMB,0.03721,50.36,-1.4,(-2.70%),2023-04-04,"1,155,080",1.80,2.92,28.81,17.70,-,12.51B
413,Seagate Technology Holdings PLC,STX,0.037028,65.28,-0.47,(-0.71%),2023-04-04,"1,841,690",2.80,4.93,23.46,13.32,4.26%,13.34B
414,W. R. Berkley Corporation,WRB,0.036992,62.46,-0.39,(-0.61%),2023-04-04,"847,229",4.95,5.72,12.71,10.99,0.64%,16.49B
415,APA Corporation,APA,0.036943,38.58,-0.62,(-1.58%),2023-04-04,"8,775,257",10.83,7.26,3.62,5.40,2.55%,11.96B
416,Leidos Holdings Inc.,LDOS,0.036684,91.66,-1.55,(-1.66%),2023-04-04,"1,013,576",4.95,7.42,18.84,12.57,1.55%,12.71B
417,UDR Inc.,UDR,0.036252,40.02,-0.89,(-2.17%),2023-04-04,"1,643,688",0.25,0.64,161.06,64.43,4.11%,13.08B
418,Akamai Technologies Inc.,AKAM,0.035681,77.32,-0.56,(-0.72%),2023-04-04,"1,040,875",3.27,6.02,23.72,12.89,-,11.85B
419,Western Digital Corporation,WDC,0.034453,35.99,-1.21,(-3.24%),2023-04-04,"3,610,156",-0.29,1.26,-,29.43,-,11.76B
420,Healthpeak Properties Inc.,PEAK,0.034445,23.87,2.15,(9.92%),2023-04-04,"4,439,022",0.91,0.49,23.95,44.60,5.52%,11.73B
421,Kimco Realty Corporation,KIM,0.034441,18.61,-0.86,(-4.42%),2023-04-04,"3,230,559",0.16,0.71,122.45,27.46,4.73%,11.62B
422,Domino's Pizza Inc.,DPZ,0.034422,329.1,-3.42,(-1.03%),2023-04-04,"668,439",12.56,14.84,26.48,22.41,1.46%,11.70B
423,Wynn Resorts Limited,WYNN,0.034334,112.1,-1.23,(-1.09%),2023-04-04,"2,255,736",-3.71,4.09,-,27.70,-,12.55B
424,Nordson Corporation,NDSN,0.034297,216.33,-3.98,(-1.81%),2023-04-04,"169,660",8.58,9.76,25.69,22.58,1.18%,12.42B
425,Teleflex Incorporated,TFX,0.034262,258.37,6.53,(2.59%),2023-04-04,"193,000",7.67,14.51,32.83,17.36,0.54%,11.62B
426,Stanley Black & Decker Inc.,SWK,0.033839,77.1,-2.34,(-2.95%),2023-04-04,"1,297,755",0.97,5.15,81.64,15.41,4.03%,11.73B
427,Viatris Inc.,VTRS,0.033801,9.6,-0.01,(-0.10%),2023-04-04,"12,553,660",1.71,2.90,5.63,3.31,4.99%,11.43B
428,Host Hotels & Resorts Inc.,HST,0.033763,16.16,-0.13,(-0.77%),2023-04-04,"5,949,543",0.88,0.86,18.44,18.89,2.95%,11.12B
429,Hormel Foods Corporation,HRL,0.033751,40.3,-0.12,(-0.29%),2023-04-04,"3,767,971",1.78,1.86,22.73,21.67,2.72%,21.74B
430,Bio-Techne Corporation,TECH,0.033646,73.9,0.14,(0.18%),2023-04-04,"833,633",1.61,2.37,45.87,31.19,0.43%,11.33B
431,BorgWarner Inc.,BWA,0.033519,47.36,-1.34,(-2.75%),2023-04-04,"2,441,504",3.99,5.72,12.21,8.52,1.40%,11.18B
432,EQT Corporation,EQT,0.033489,32.74,0.94,(2.96%),2023-04-04,"6,649,973",3.29,5.37,9.67,5.93,1.89%,11.24B
433,KeyCorp,KEY,0.033486,11.76,-0.61,(-4.93%),2023-04-04,"27,870,656",1.92,2.12,6.44,5.82,6.63%,11.31B
434,Brown-Forman Corporation Class B,BF.B,0.03345,63.05,-1.03,(-1.61%),2023-04-04,"935,311",1.51,2.03,42.35,31.54,1.28%,30.53B
435,Camden Property Trust,CPT,0.033158,103.65,-0.15,(-0.15%),2023-04-04,"608,491",6.04,1.80,17.20,57.63,3.85%,10.90B
436,C.H. Robinson Worldwide Inc.,CHRW,0.033062,94.74,-2.28,(-2.35%),2023-04-04,"1,039,875",7.29,5.15,13.30,18.82,2.52%,10.99B
437,Catalent Inc,CTLT,0.032865,62.59,-0.33,(-0.52%),2023-04-04,"1,435,081",2.26,3.52,27.84,17.87,-,11.15B
438,Masco Corporation,MAS,0.032482,48.18,-1.73,(-3.48%),2023-04-04,"2,179,681",3.62,3.71,13.78,13.47,2.28%,10.95B
439,Loews Corporation,L,0.032412,58.1,0.51,(0.88%),2023-04-04,"839,831",4.16,-,13.84,-,0.43%,13.37B
440,NiSource Inc,NI,0.032393,27.68,-0.09,(-0.31%),2023-04-04,"2,604,808",1.70,1.67,16.37,16.63,3.60%,11.40B
441,Ceridian HCM Holding Inc.,CDAY,0.032342,72.55,-0.68,(-0.92%),2023-04-04,"1,392,009",-0.48,1.62,-,45.25,-,10.71B
442,Campbell Soup Company,CPB,0.032209,52.73,-2.42,(-4.39%),2023-04-04,"1,885,102",2.70,3.14,20.42,17.55,2.68%,16.34B
443,Henry Schein Inc.,HSIC,0.03212,82.95,1.12,(1.36%),2023-04-04,"883,987",3.89,5.81,21.02,14.09,-,10.56B
444,Juniper Networks Inc.,JNPR,0.031988,34.05,-0.38,(-1.10%),2023-04-04,"2,934,417",1.43,2.58,24.08,13.32,2.56%,11.03B
445,Jack Henry & Associates Inc.,JKHY,0.031775,148.84,-1.75,(-1.17%),2023-04-04,"454,257",4.82,5.33,31.23,28.25,1.38%,10.79B
446,Paramount Global Class B,PARA,0.031743,21.58,-0.22,(-0.99%),2023-04-04,"9,940,259",1.03,1.71,21.24,12.78,4.41%,13.95B
447,Celanese Corporation,CE,0.03138,106.33,-2.76,(-2.53%),2023-04-04,"1,241,629",17.42,14.50,6.26,7.52,2.57%,11.81B
448,Match Group Inc.,MTCH,0.031178,37.23,-1.23,(-3.19%),2023-04-04,"4,658,007",1.24,2.57,31.01,14.97,-,10.52B
449,Fox Corporation Class A,FOXA,0.030248,33.89,-0.29,(-0.85%),2023-04-04,"2,516,334",2.72,3.23,12.58,10.57,1.46%,17.48B
450,Caesars Entertainment Inc,CZR,0.030216,48.97,-0.32,(-0.64%),2023-04-04,"2,710,318",-2.40,2.35,-,20.95,-,10.18B
451,CarMax Inc.,KMX,0.030078,63.61,-0.97,(-1.50%),2023-04-04,"2,024,169",3.56,2.92,18.16,22.15,-,9.70B
452,Qorvo Inc.,QRVO,0.030067,97.39,-3.48,(-3.45%),2023-04-04,"888,243",4.26,4.38,23.68,23.01,-,10.01B
453,Tapestry Inc.,TPR,0.029923,42.19,-0.7,(-1.63%),2023-04-04,"2,185,107",3.36,4.18,12.78,10.25,2.80%,9.88B
454,Charles River Laboratories International Inc.,CRL,0.029551,253.5,53.24,(26.59%),2023-04-04,"319,262",9.47,12.22,21.14,16.39,-,10.02B
455,Eastman Chemical Company,EMN,0.029323,87.02,2.61,(3.09%),2023-04-04,"1,086,263",6.29,8.85,13.41,9.54,3.74%,9.88B
456,Carnival Corporation,CCL,0.028979,9.84,-0.14,(-1.35%),2023-04-04,"38,016,358",-4.08,0.78,-,12.83,-,12.43B
457,Globe Life Inc.,GL,0.028586,107.37,-2.1,(-1.92%),2023-04-04,"676,039",7.48,11.23,14.64,9.75,0.82%,10.52B
458,Bio-Rad Laboratories Inc. Class A,BIO,0.028555,580.0,115.18,(24.78%),2023-04-04,"116,086",-121.14,18.11,-,25.66,-,13.51B
459,Gen Digital Inc.,GEN,0.028525,16.79,-0.38,(-2.19%),2023-04-04,"4,447,416",0.90,2.04,18.98,8.40,2.91%,10.72B
460,Live Nation Entertainment Inc.,LYV,0.028406,69.44,0.13,(0.18%),2023-04-04,"1,396,701",0.54,1.27,129.55,54.45,-,15.87B
461,Molson Coors Beverage Company Class B,TAP,0.028245,52.27,0.15,(0.29%),2023-04-04,"1,582,919",-0.82,4.31,-,12.08,3.15%,10.61B
462,Regency Centers Corporation,REG,0.02736,60.92,-0.33,(-0.55%),2023-04-04,"1,015,344",2.81,2.15,21.79,28.51,4.24%,10.21B
463,American Airlines Group Inc.,AAL,0.027212,14.18,-0.24,(-1.66%),2023-04-04,"16,124,091",0.11,2.94,128.73,4.81,-,9.05B
464,Allegion Public Limited Company,ALLE,0.027199,75.1,-31.0,(-29.19%),2023-04-04,"1,311,669",5.19,6.90,19.26,14.49,1.80%,8.65B
465,Pentair plc,PNR,0.026115,53.85,-1.27,(-2.30%),2023-04-04,"1,148,066",2.92,3.99,18.89,13.81,1.60%,8.84B
466,A. O. Smith Corporation,AOS,0.025496,63.25,-5.6,(-8.13%),2023-04-04,"1,165,030",1.48,3.59,46.46,19.16,1.74%,10.20B
467,Pinnacle West Capital Corporation,PNW,0.025453,78.69,0.22,(0.28%),2023-04-04,"851,108",3.94,4.71,19.90,16.68,4.41%,8.86B
468,Robert Half International Inc.,RHI,0.025298,77.42,-2.2,(-2.76%),2023-04-04,"615,111",6.02,5.67,13.22,14.05,2.41%,8.30B
469,Rollins Inc.,ROL,0.0251,37.55,0.1,(0.25%),2023-04-04,"1,409,205",0.75,0.94,50.00,40.01,1.39%,18.29B
470,F5 Inc.,FFIV,0.02482,146.07,1.4,(0.96%),2023-04-04,"481,588",4.97,13.23,29.12,10.94,-,7.83B
471,DENTSPLY SIRONA Inc.,XRAY,0.024429,39.0,-0.12,(-0.29%),2023-04-04,"1,405,108",-4.42,2.23,-,17.50,1.43%,8.27B
472,Bath & Body Works Inc.,BBWI,0.024015,36.72,0.22,(0.61%),2023-04-04,"2,961,642",3.42,3.57,10.66,10.22,2.19%,8.28B
473,Huntington Ingalls Industries Inc.,HII,0.023974,208.48,-0.52,(-0.25%),2023-04-04,"554,584",14.45,16.71,14.47,12.51,2.37%,8.34B
474,Universal Health Services Inc. Class B,UHS,0.023717,109.9,-17.8,(-13.94%),2023-04-04,"437,808",9.15,11.28,13.95,11.32,0.63%,8.87B
475,NRG Energy Inc.,NRG,0.023002,33.38,-0.5,(-1.46%),2023-04-04,"2,338,514",4.86,5.71,6.97,5.93,4.46%,7.67B
476,WestRock Company,WRK,0.022373,28.96,-1.56,(-5.11%),2023-04-04,"1,919,620",3.14,3.15,9.72,9.69,3.60%,7.61B
477,Franklin Resources Inc.,BEN,0.022276,26.96,0.03,(0.11%),2023-04-04,"2,895,347",1.97,2.67,13.70,10.09,4.46%,13.13B
478,Boston Properties Inc.,BXP,0.021765,52.99,-0.65,(-1.20%),2023-04-04,"1,920,016",5.40,2.45,9.94,21.89,7.31%,8.28B
479,V.F. Corporation,VFC,0.021606,22.33,-0.22,(-0.96%),2023-04-04,"4,063,289",1.06,2.21,21.17,10.23,5.32%,8.50B
480,Advance Auto Parts Inc.,AAP,0.021444,121.42,-1.27,(-1.03%),2023-04-04,"900,826",8.26,11.48,14.68,10.57,4.94%,7.01B
481,Invesco Ltd.,IVZ,0.021259,13.0,-3.2,(-19.75%),2023-04-04,"5,583,974",1.49,1.92,10.88,8.42,4.63%,7.24B
482,Federal Realty Investment Trust,FRT,0.020904,98.6,-0.13,(-0.13%),2023-04-04,"639,420",4.62,2.66,21.35,37.09,4.38%,7.77B
483,Whirlpool Corporation,WHR,0.020701,130.45,-1.26,(-0.96%),2023-04-04,"426,083",-28.02,18.20,-,7.24,5.31%,7.00B
484,Sealed Air Corporation,SEE,0.019664,49.25,3.38,(7.37%),2023-04-04,"1,373,564",3.33,4.22,13.78,10.86,1.74%,6.39B
485,News Corporation Class A,NWSA,0.019613,20.54,3.12,(17.91%),2023-04-04,"3,256,074",0.51,0.71,34.16,24.47,1.15%,9.88B
486,Generac Holdings Inc.,GNRC,0.019575,101.9,-6.64,(-6.11%),2023-04-04,"1,599,777",5.41,8.20,20.05,13.24,-,6.96B
487,Hasbro Inc.,HAS,0.01945,52.41,-0.49,(-0.92%),2023-04-04,"1,400,078",1.46,4.97,36.28,10.64,5.29%,7.13B
488,Assurant Inc.,AIZ,0.018265,117.62,-1.18,(-0.99%),2023-04-04,"432,685",5.04,13.59,23.31,8.65,2.38%,6.15B
489,Organon & Co.,OGN,0.017137,22.88,-0.65,(-2.76%),2023-04-04,"1,605,795",3.59,4.72,6.55,4.98,4.76%,5.88B
490,DXC Technology Co.,DXC,0.016796,24.89,-0.45,(-1.76%),2023-04-04,"1,972,358",2.94,4.00,8.63,6.33,-,5.65B
491,Comerica Incorporated,CMA,0.016029,40.25,-1.95,(-4.63%),2023-04-04,"4,181,057",8.47,9.59,4.98,4.40,6.73%,5.63B
492,Norwegian Cruise Line Holdings Ltd.,NCLH,0.015965,13.21,-0.14,(-1.05%),2023-04-04,"12,598,418",-5.42,1.57,-,8.52,-,5.56B
493,Alaska Air Group Inc.,ALK,0.015047,40.5,-1.59,(-3.78%),2023-04-04,"2,071,319",0.44,6.88,96.04,6.10,-,5.22B
494,Mohawk Industries Inc.,MHK,0.014693,105.0,5.81,(5.86%),2023-04-04,"548,632",0.29,11.14,346.82,8.90,-,6.06B
495,Ralph Lauren Corporation Class A,RL,0.013978,114.93,-2.59,(-2.20%),2023-04-04,"719,442",7.45,9.22,15.78,12.74,2.55%,7.60B
496,Newell Brands Inc,NWL,0.013552,12.22,-0.24,(-1.89%),2023-04-04,"5,362,231",0.47,1.37,26.38,9.10,7.39%,4.98B
497,DaVita Inc.,DVA,0.01313,81.64,-0.06,(-0.07%),2023-04-04,"659,505",5.64,7.06,14.49,11.57,-,7.23B
498,Zions Bancorporation N.A.,ZION,0.012668,27.75,-1.37,(-4.72%),2023-04-04,"6,001,619",5.79,6.36,5.03,4.58,5.63%,4.37B
499,Fox Corporation Class B,FOX,0.012656,31.17,-0.2,(-0.62%),2023-04-04,"717,987",2.79,2.35,11.24,13.35,1.59%,17.67B
500,Lincoln National Corp,LNC,0.01,21.68,-0.7,(-3.11%),2023-04-04,"4,954,009",-13.17,9.51,-,2.35,8.05%,3.68B
501,First Republic Bank,FRC,0.007695,13.78,-0.82,(-5.64%),2023-04-04,"31,194,955",8.25,5.23,1.77,2.79,7.40%,2.61B
502,DISH Network Corporation Class A,DISH,0.006444,8.65,-0.41,(-4.48%),2023-04-04,"12,700,004",3.62,0.68,2.50,13.33,-,4.64B
503,News Corporation Class B,NWS,0.006218,17.49,-0.11,(-0.63%),2023-04-04,"1,333,153",0.52,-,33.85,-,1.14%,10.07B
