#,Company,Symbol,Weight,Price,Chg,% Chg,date,Volume,EPS (Trailing),EPS (Forward),P/E (Trailing),P/E (Forward),Dividend Yield,Market Cap
362,EPAM Systems Inc.,EPAM,0.047618,293.51,7.23,(2.52%),2023-04-07,"363,380",7.08,14.02,40.44,20.43,-,16.22B
363,AES Corporation,AES,0.047495,24.16,-0.25,(-1.00%),2023-04-07,"4,738,933",-1.19,1.93,-,12.65,2.72%,15.98B
364,Quest Diagnostics Incorporated,DGX,0.047351,142.7,-0.18,(-0.12%),2023-04-07,"886,206",7.91,9.21,18.05,15.52,1.99%,15.66B
365,IDEX Corporation,IEX,0.047303,215.43,-1.34,(-0.62%),2023-04-07,"263,088",7.72,9.17,28.07,23.64,1.11%,16.08B
366,Marathon Oil Corporation,MRO,0.04715,25.53,0.01,(0.04%),2023-04-07,"7,877,001",5.19,4.31,4.92,5.92,1.57%,15.90B
367,Huntington Bancshares Incorporated,HBAN,0.046547,11.21,0.02,(0.18%),2023-04-07,"14,406,058",1.45,1.51,7.72,7.39,5.54%,16.13B
368,SolarEdge Technologies Inc.,SEDG,0.045653,280.01,-0.24,(-0.08%),2023-04-07,"624,123",1.66,11.49,168.92,24.40,-,15.32B
369,Teradyne Inc.,TER,0.045645,101.14,0.75,(0.75%),2023-04-07,"1,216,870",4.22,5.20,23.79,19.31,0.44%,15.68B
370,FactSet Research Systems Inc.,FDS,0.045121,368.0,-36.8,(-9.09%),2023-04-07,"205,113",11.49,16.41,35.21,24.67,0.88%,15.32B
371,Zebra Technologies Corporation Class A,ZBRA,0.045061,299.96,-0.31,(-0.10%),2023-04-07,"184,382",8.79,19.48,34.14,15.42,-,15.00B
372,FLEETCOR Technologies Inc.,FLT,0.044564,207.47,-0.21,(-0.10%),2023-04-07,"267,108",12.42,19.71,16.72,10.53,-,14.88B
373,Howmet Aerospace Inc.,HWM,0.044492,41.57,0.02,(0.04%),2023-04-07,"2,736,751",1.11,2.02,37.50,20.62,0.39%,16.96B
374,Lamb Weston Holdings Inc.,LW,0.044486,107.11,0.25,(0.23%),2023-04-07,"3,981,738",3.27,4.43,32.68,24.11,1.05%,15.13B
375,Iron Mountain Inc.,IRM,0.0443,52.25,-0.05,(-0.09%),2023-04-07,"1,154,234",1.91,1.87,27.45,27.92,4.73%,14.89B
376,Best Buy Co. Inc.,BBY,0.043942,75.05,-0.03,(-0.04%),2023-04-07,"1,791,260",6.30,7.05,11.92,10.66,4.90%,15.75B
377,Garmin Ltd.,GRMN,0.043863,97.95,-0.1,(-0.11%),2023-04-07,"562,274",5.04,5.80,19.44,16.89,2.98%,18.37B
378,Mosaic Company,MOS,0.043252,43.63,-0.05,(-0.10%),2023-04-07,"6,379,739",9.99,5.72,4.37,7.63,1.83%,14.50B
379,Tyler Technologies Inc.,TYL,0.04273,280.0,-72.8,(-20.63%),2023-04-07,"170,948",3.88,8.64,91.02,40.85,-,14.32B
380,FMC Corporation,FMC,0.042699,117.22,0.3,(0.25%),2023-04-07,"1,595,865",6.57,8.86,17.79,13.19,1.98%,14.51B
381,Evergy Inc.,EVRG,0.042334,63.22,-0.07,(-0.11%),2023-04-07,"2,098,455",3.27,3.97,19.38,15.93,3.87%,14.37B
382,Jacobs Solutions Inc.,J,0.042257,112.0,-0.97,(-0.86%),2023-04-07,"490,043",5.02,8.20,22.49,13.77,0.92%,14.15B
383,Avery Dennison Corporation,AVY,0.042118,176.64,-0.23,(-0.13%),2023-04-07,"497,484",9.21,10.58,19.20,16.72,1.70%,13.96B
384,Interpublic Group of Companies Inc.,IPG,0.041819,36.95,-0.04,(-0.11%),2023-04-07,"4,352,998",2.38,3.05,15.57,12.12,3.35%,13.95B
385,Cboe Global Markets Inc,CBOE,0.041655,135.59,-0.44,(-0.32%),2023-04-07,"538,310",2.18,7.50,62.31,18.13,1.47%,14.18B
386,Textron Inc.,TXT,0.041535,69.0,1.29,(1.91%),2023-04-07,"1,564,486",4.01,5.69,16.87,11.90,0.12%,13.83B
387,Everest Re Group Ltd.,RE,0.041461,270.87,-91.2,(-25.20%),2023-04-07,"252,222",14.79,54.69,24.48,6.62,1.82%,14.10B
388,Citizens Financial Group Inc.,CFG,0.041456,28.55,-0.52,(-1.79%),2023-04-07,"5,574,960",4.09,5.05,7.10,5.76,5.78%,14.26B
389,J.B. Hunt Transport Services Inc.,JBHT,0.041067,169.86,-0.17,(-0.10%),2023-04-07,"562,741",9.21,10.15,18.47,16.76,0.99%,17.07B
390,Paycom Software Inc.,PAYC,0.040932,287.86,-1.59,(-0.55%),2023-04-07,"515,790",4.84,9.23,59.79,31.37,-,17.01B
391,Incyte Corporation,INCY,0.0408,75.52,0.01,(0.01%),2023-04-07,"1,632,622",1.52,4.97,49.61,15.18,-,16.55B
392,CF Industries Holdings Inc.,CF,0.040788,71.42,-0.04,(-0.06%),2023-04-07,"2,295,803",16.32,8.28,4.38,8.63,2.24%,13.89B
393,United Airlines Holdings Inc.,UAL,0.040568,42.46,-0.21,(-0.48%),2023-04-07,"6,306,663",2.08,10.16,20.47,4.20,-,13.78B
394,Brown & Brown Inc.,BRO,0.040511,61.19,2.05,(3.47%),2023-04-07,"799,305",2.37,2.71,25.00,21.78,0.78%,16.58B
395,Bunge Limited,BG,0.040459,92.41,-0.05,(-0.05%),2023-04-07,"1,528,452",10.52,11.04,8.79,8.37,2.70%,13.84B
396,Alliant Energy Corp,LNT,0.040269,55.64,0.59,(1.08%),2023-04-07,"1,518,051",2.73,3.21,20.19,17.14,3.29%,13.70B
397,LKQ Corporation,LKQ,0.040176,53.97,-0.44,(-0.81%),2023-04-07,"989,565",4.09,4.38,13.30,12.43,2.02%,14.25B
398,MGM Resorts International,MGM,0.03985,42.88,-0.11,(-0.24%),2023-04-07,"3,726,960",3.38,1.18,12.70,36.33,0.02%,15.63B
399,NetApp Inc.,NTAP,0.039841,63.0,0.0,(0.00%),2023-04-07,"2,875,847",5.79,5.64,10.88,11.17,3.17%,13.21B
400,Expedia Group Inc.,EXPE,0.03971,92.05,0.35,(0.38%),2023-04-07,"1,602,954",2.13,11.48,43.01,7.99,-,13.93B
401,Essex Property Trust Inc.,ESS,0.039135,265.35,55.61,(26.51%),2023-04-07,"401,479",6.28,5.96,33.38,35.19,4.41%,13.20B
402,Royal Caribbean Group,RCL,0.038902,61.18,-0.11,(-0.17%),2023-04-07,"3,084,692",-8.46,6.01,-,10.20,-,15.51B
403,PTC Inc.,PTC,0.038862,124.73,-0.57,(-0.45%),2023-04-07,"528,987",2.89,5.25,43.34,23.85,-,14.52B
404,PulteGroup Inc.,PHM,0.038794,54.27,-3.57,(-6.17%),2023-04-07,"2,150,735",11.20,7.08,5.16,8.18,1.11%,12.64B
405,Packaging Corporation of America,PKG,0.038542,141.01,-0.14,(-0.10%),2023-04-07,"703,391",11.01,9.20,12.82,15.34,3.54%,12.57B
406,Etsy Inc.,ETSY,0.037952,103.93,-0.13,(-0.12%),2023-04-07,"3,123,794",-5.62,3.28,-,31.72,-,12.67B
407,International Paper Company,IP,0.037529,35.59,-0.19,(-0.53%),2023-04-07,"2,690,969",4.74,2.89,7.55,12.38,5.17%,12.22B
408,MarketAxess Holdings Inc.,MKTX,0.037462,342.78,-0.51,(-0.15%),2023-04-07,"477,267",6.65,8.87,51.65,38.68,0.84%,12.80B
409,W. R. Berkley Corporation,WRB,0.037321,64.41,1.31,(2.08%),2023-04-07,"1,311,072",4.95,5.72,12.76,11.04,0.63%,16.55B
410,Pool Corporation,POOL,0.037061,320.19,-6.07,(-1.86%),2023-04-07,"443,095",18.76,17.97,17.39,18.16,1.23%,12.49B
411,Synchrony Financial,SYF,0.03645,28.94,0.32,(1.10%),2023-04-07,"5,320,357",6.11,5.36,4.68,5.34,3.21%,12.28B
412,Seagate Technology Holdings PLC,STX,0.036444,64.36,-0.04,(-0.06%),2023-04-07,"1,023,853",2.80,4.93,22.98,13.05,4.35%,13.07B
413,Akamai Technologies Inc.,AKAM,0.036329,78.87,-0.05,(-0.06%),2023-04-07,"1,108,573",3.27,6.02,24.13,13.12,-,12.06B
414,UDR Inc.,UDR,0.036216,40.66,-0.02,(-0.04%),2023-04-07,"2,296,694",0.25,0.64,160.16,64.06,4.13%,13.01B
415,Leidos Holdings Inc.,LDOS,0.03615,91.33,-0.08,(-0.09%),2023-04-07,"824,779",4.95,7.42,18.48,12.33,1.58%,12.46B
416,APA Corporation,APA,0.036051,37.86,-0.21,(-0.56%),2023-04-07,"5,085,023",10.83,7.26,3.51,5.25,2.63%,11.61B
417,Teleflex Incorporated,TFX,0.03588,260.18,-2.31,(-0.88%),2023-04-07,"312,036",7.67,14.51,34.22,18.09,0.52%,12.11B
418,Snap-on Incorporated,SNA,0.035437,259.2,30.49,(13.33%),2023-04-07,"315,979",16.82,17.73,13.60,12.90,2.83%,11.91B
419,Trimble Inc.,TRMB,0.035372,48.93,-0.04,(-0.07%),2023-04-07,"1,477,866",1.80,2.92,27.26,16.75,-,11.83B
420,Viatris Inc.,VTRS,0.035057,9.91,-0.01,(-0.10%),2023-04-07,"9,231,533",1.71,2.90,5.81,3.42,4.84%,11.80B
421,Bio-Techne Corporation,TECH,0.034671,75.62,-0.03,(-0.04%),2023-04-07,"1,046,982",1.61,2.37,47.05,31.99,0.42%,11.62B
422,Domino's Pizza Inc.,DPZ,0.034387,330.5,-0.08,(-0.02%),2023-04-07,"724,509",12.56,14.84,26.33,22.28,1.46%,11.63B
423,Healthpeak Properties Inc.,PEAK,0.034162,21.42,-0.02,(-0.11%),2023-04-07,"5,381,346",0.91,0.49,23.64,44.02,5.60%,11.58B
424,Catalent Inc,CTLT,0.034087,65.22,0.27,(0.42%),2023-04-07,"1,854,508",2.26,3.52,28.74,18.45,-,11.51B
425,EQT Corporation,EQT,0.033984,32.07,-0.06,(-0.17%),2023-04-07,"5,491,103",3.29,5.37,9.77,5.99,1.87%,11.35B
426,Kimco Realty Corporation,KIM,0.03389,19.07,-0.01,(-0.03%),2023-04-07,"3,177,281",0.16,0.71,119.94,26.90,4.82%,11.39B
427,Hormel Foods Corporation,HRL,0.033816,40.4,0.09,(0.22%),2023-04-07,"2,743,238",1.78,1.86,22.67,21.61,2.73%,21.68B
428,NiSource Inc,NI,0.033787,29.42,0.6,(2.10%),2023-04-07,"3,067,967",1.70,1.67,16.99,17.27,3.47%,11.84B
429,Camden Property Trust,CPT,0.033557,92.2,-12.4,(-11.82%),2023-04-07,"342,073",6.04,1.80,17.33,58.06,3.83%,10.98B
430,Host Hotels & Resorts Inc.,HST,0.033506,16.08,-0.01,(-0.03%),2023-04-07,"4,420,975",0.88,0.86,18.21,18.65,2.99%,10.99B
431,Henry Schein Inc.,HSIC,0.033415,84.65,-0.08,(-0.10%),2023-04-07,"890,739",3.89,5.81,21.76,14.59,-,10.93B
432,Wynn Resorts Limited,WYNN,0.033221,108.63,-0.49,(-0.45%),2023-04-07,"1,390,775",-3.71,4.09,-,26.67,-,12.08B
433,Brown-Forman Corporation Class B,BF.B,0.032859,64.54,1.88,(3.01%),2023-04-07,"1,774,609",1.51,2.03,41.41,30.84,1.31%,29.86B
434,Nordson Corporation,NDSN,0.03285,209.85,-0.17,(-0.08%),2023-04-07,"236,338",8.58,9.76,24.49,21.52,1.24%,11.84B
435,Western Digital Corporation,WDC,0.032709,36.59,1.44,(4.10%),2023-04-07,"4,669,653",-0.29,1.26,-,27.81,-,11.11B
436,Campbell Soup Company,CPB,0.032549,55.5,0.03,(0.06%),2023-04-07,"1,532,888",2.70,3.14,20.54,17.65,2.67%,16.44B
437,KeyCorp,KEY,0.032393,11.94,0.03,(0.21%),2023-04-07,"20,437,365",1.92,2.12,6.20,5.61,6.88%,10.89B
438,Loews Corporation,L,0.031881,56.38,0.0,(0.00%),2023-04-07,"591,466",4.16,-,13.55,-,0.44%,13.08B
439,BorgWarner Inc.,BWA,0.031855,46.04,-0.02,(-0.04%),2023-04-07,"2,041,154",3.99,5.72,11.54,8.06,1.48%,10.57B
440,Stanley Black & Decker Inc.,SWK,0.031794,74.27,-0.02,(-0.03%),2023-04-07,"1,404,231",0.97,5.15,76.35,14.41,4.31%,10.97B
441,C.H. Robinson Worldwide Inc.,CHRW,0.031733,92.61,-0.07,(-0.07%),2023-04-07,"867,957",7.29,5.15,12.71,17.98,2.63%,10.50B
442,Paramount Global Class B,PARA,0.031702,21.64,-0.03,(-0.12%),2023-04-07,"8,478,008",1.03,1.71,21.11,12.70,4.43%,13.87B
443,Jack Henry & Associates Inc.,JKHY,0.031508,148.62,0.01,(0.00%),2023-04-07,"456,162",4.82,5.33,30.82,27.88,1.40%,10.65B
444,Juniper Networks Inc.,JNPR,0.031446,33.65,-0.04,(-0.12%),2023-04-07,"3,266,194",1.43,2.58,23.56,13.04,2.61%,10.79B
445,Masco Corporation,MAS,0.030759,48.17,1.13,(2.41%),2023-04-07,"1,716,845",3.62,3.71,12.99,12.69,2.42%,10.32B
446,Ceridian HCM Holding Inc.,CDAY,0.030722,69.16,-0.07,(-0.10%),2023-04-07,"672,274",-0.48,1.62,-,42.79,-,10.13B
447,Celanese Corporation,CE,0.030645,108.5,2.47,(2.33%),2023-04-07,"690,028",17.42,14.50,6.09,7.31,2.64%,11.48B
448,CarMax Inc.,KMX,0.030107,64.18,-0.15,(-0.23%),2023-04-07,"1,671,095",3.56,2.92,18.09,22.07,-,9.66B
449,Fox Corporation Class A,FOXA,0.029748,33.41,-0.04,(-0.12%),2023-04-07,"2,604,121",2.72,3.23,12.31,10.35,1.49%,17.11B
450,Charles River Laboratories International Inc.,CRL,0.02915,281.0,84.41,(42.94%),2023-04-07,"508,814",9.47,12.22,20.75,16.09,-,9.84B
451,Match Group Inc.,MTCH,0.029102,35.71,-0.01,(-0.03%),2023-04-07,"6,244,431",1.24,2.57,28.81,13.90,-,9.77B
452,Gen Digital Inc.,GEN,0.028845,17.15,-0.12,(-0.69%),2023-04-07,"2,346,163",0.90,2.04,19.10,8.46,2.90%,10.79B
453,Bio-Rad Laboratories Inc. Class A,BIO,0.028771,465.5,-0.74,(-0.16%),2023-04-07,"95,581",-121.14,18.11,-,25.74,-,13.55B
454,Live Nation Entertainment Inc.,LYV,0.028465,69.12,-0.02,(-0.02%),2023-04-07,"1,462,195",0.54,1.27,129.21,54.30,-,15.83B
455,Carnival Corporation,CCL,0.028415,9.72,-0.02,(-0.15%),2023-04-07,"28,095,375",-4.08,0.78,-,12.52,-,12.13B
456,Molson Coors Beverage Company Class B,TAP,0.028394,52.26,0.11,(0.21%),2023-04-07,"1,068,764",-0.82,4.31,-,12.09,3.14%,10.62B
457,Qorvo Inc.,QRVO,0.028375,97.09,2.36,(2.49%),2023-04-07,"1,987,334",4.26,4.38,22.24,21.61,-,9.40B
458,Globe Life Inc.,GL,0.028266,109.76,2.02,(1.88%),2023-04-07,"667,556",7.48,11.23,14.41,9.59,0.84%,10.36B
459,Eastman Chemical Company,EMN,0.028248,80.85,-0.08,(-0.09%),2023-04-07,"948,262",6.29,8.85,12.86,9.14,3.90%,9.47B
460,Tapestry Inc.,TPR,0.028134,40.17,0.04,(0.10%),2023-04-07,"4,601,252",3.36,4.18,11.95,9.59,2.99%,9.25B
461,Caesars Entertainment Inc,CZR,0.027898,45.2,-0.09,(-0.20%),2023-04-07,"2,109,794",-2.40,2.35,-,19.26,-,9.36B
462,Regency Centers Corporation,REG,0.027063,60.24,-0.07,(-0.11%),2023-04-07,"645,826",2.81,2.15,21.45,28.07,4.31%,10.05B
463,American Airlines Group Inc.,AAL,0.026564,13.98,-0.04,(-0.25%),2023-04-07,"14,066,992",0.11,2.94,127.36,4.76,-,8.95B
464,Pinnacle West Capital Corporation,PNW,0.026165,78.56,-1.73,(-2.15%),2023-04-07,"1,197,185",3.94,4.71,20.36,17.06,4.31%,9.07B
465,Rollins Inc.,ROL,0.026114,35.0,-3.78,(-9.75%),2023-04-07,"1,154,279",0.75,0.94,51.78,41.43,1.34%,18.94B
466,Allegion Public Limited Company,ALLE,0.025676,99.6,-0.04,(-0.04%),2023-04-07,"836,839",5.19,6.90,19.19,14.44,1.81%,8.62B
467,F5 Inc.,FFIV,0.025285,146.56,-0.16,(-0.11%),2023-04-07,"438,735",4.97,13.23,29.53,11.09,-,7.94B
468,Pentair plc,PNR,0.025033,52.53,-0.06,(-0.12%),2023-04-07,"1,471,480",2.92,3.99,18.02,13.18,1.67%,8.44B
469,DENTSPLY SIRONA Inc.,XRAY,0.024815,39.53,-0.02,(-0.04%),2023-04-07,"2,465,747",-4.42,2.23,-,17.69,1.42%,8.36B
470,A. O. Smith Corporation,AOS,0.024036,64.54,-0.07,(-0.10%),2023-04-07,"1,159,084",1.48,3.59,43.59,17.98,1.86%,9.57B
471,Universal Health Services Inc. Class B,UHS,0.023903,140.6,12.52,(9.78%),2023-04-07,"392,088",9.15,11.28,13.99,11.36,0.62%,8.90B
472,NRG Energy Inc.,NRG,0.023762,32.98,-1.84,(-5.30%),2023-04-07,"2,270,574",4.86,5.71,7.16,6.10,4.34%,7.89B
473,Huntington Ingalls Industries Inc.,HII,0.023754,205.93,-0.21,(-0.10%),2023-04-07,"381,150",14.45,16.71,14.27,12.33,2.41%,8.23B
474,Robert Half International Inc.,RHI,0.023631,87.23,13.22,(17.86%),2023-04-07,"813,382",6.02,5.67,12.29,13.06,2.59%,7.71B
475,Bath & Body Works Inc.,BBWI,0.023487,35.4,-0.13,(-0.38%),2023-04-07,"2,805,704",3.42,3.57,10.38,9.95,2.25%,8.06B
476,WestRock Company,WRK,0.022139,29.31,-0.76,(-2.51%),2023-04-07,"1,659,443",3.14,3.15,9.58,9.55,3.66%,7.50B
477,Franklin Resources Inc.,BEN,0.022108,26.93,0.33,(1.22%),2023-04-07,"2,673,932",1.97,2.67,13.53,9.97,4.51%,12.97B
478,Boston Properties Inc.,BXP,0.021649,52.76,-0.34,(-0.64%),2023-04-07,"1,351,943",5.40,2.45,9.84,21.67,7.38%,8.20B
479,Advance Auto Parts Inc.,AAP,0.021199,120.65,-0.05,(-0.04%),2023-04-07,"1,029,840",8.26,11.48,14.60,10.52,4.97%,6.98B
480,Invesco Ltd.,IVZ,0.020858,15.91,0.09,(0.54%),2023-04-07,"2,221,655",1.49,1.92,10.62,8.23,4.74%,7.07B
481,Federal Realty Investment Trust,FRT,0.020791,99.09,1.35,(1.38%),2023-04-07,"292,580",4.62,2.66,21.14,36.72,4.42%,7.69B
482,V.F. Corporation,VFC,0.020554,21.5,0.15,(0.70%),2023-04-07,"6,011,480",1.06,2.21,20.05,9.68,5.62%,8.05B
483,Sealed Air Corporation,SEE,0.020192,46.84,-0.03,(-0.06%),2023-04-07,"1,134,499",3.33,4.22,14.08,11.10,1.71%,6.53B
484,Whirlpool Corporation,WHR,0.020128,127.31,-0.14,(-0.11%),2023-04-07,"559,319",-28.02,18.20,-,7.00,5.49%,6.77B
485,News Corporation Class A,NWSA,0.019538,18.52,1.25,(7.23%),2023-04-07,"1,987,135",0.51,0.71,33.86,24.26,1.16%,9.79B
486,Hasbro Inc.,HAS,0.019185,51.97,0.04,(0.08%),2023-04-07,"932,330",1.46,4.97,35.62,10.45,5.39%,7.00B
487,Assurant Inc.,AIZ,0.018282,118.2,-0.13,(-0.11%),2023-04-07,"420,111",5.04,13.59,23.46,8.71,2.37%,6.19B
488,Generac Holdings Inc.,GNRC,0.018082,99.67,-0.14,(-0.14%),2023-04-07,"1,412,917",5.41,8.20,18.43,12.18,-,6.40B
489,Organon & Co.,OGN,0.017523,23.89,-0.07,(-0.27%),2023-04-07,"1,341,428",3.59,4.72,6.66,5.07,4.68%,5.98B
490,DXC Technology Co.,DXC,0.016482,24.73,-0.01,(-0.06%),2023-04-07,"1,553,432",2.94,4.00,8.43,6.18,-,5.52B
491,Comerica Incorporated,CMA,0.015754,41.24,-0.04,(-0.10%),2023-04-07,"3,081,549",8.47,9.59,4.87,4.30,6.88%,5.51B
492,Norwegian Cruise Line Holdings Ltd.,NCLH,0.015714,13.07,-0.01,(-0.08%),2023-04-07,"9,887,169",-5.42,1.57,-,8.35,-,5.44B
493,Alaska Air Group Inc.,ALK,0.015096,42.02,-0.03,(-0.06%),2023-04-07,"1,692,163",0.44,6.88,96.20,6.11,-,5.23B
494,Mohawk Industries Inc.,MHK,0.013778,101.0,8.41,(9.08%),2023-04-07,"559,526",0.29,11.14,323.74,8.31,-,5.66B
495,Ralph Lauren Corporation Class A,RL,0.013394,111.98,-0.09,(-0.08%),2023-04-07,"825,839",7.45,9.22,15.05,12.15,2.68%,7.24B
496,DaVita Inc.,DVA,0.013318,82.41,-0.06,(-0.07%),2023-04-07,"324,141",5.64,7.06,14.63,11.68,-,7.30B
497,Newell Brands Inc,NWL,0.013277,12.15,0.01,(0.08%),2023-04-07,"3,160,515",0.47,1.37,25.72,8.87,7.58%,4.86B
498,Zions Bancorporation N.A.,ZION,0.012847,29.3,-0.1,(-0.32%),2023-04-07,"5,852,998",5.79,6.36,5.08,4.62,5.58%,4.41B
499,Fox Corporation Class B,FOX,0.012461,30.77,0.03,(0.10%),2023-04-07,"755,582",2.79,2.35,11.02,13.08,1.63%,17.31B
500,Lincoln National Corp,LNC,0.009212,20.59,0.08,(0.41%),2023-04-07,"4,254,790",-13.17,9.51,-,2.16,8.78%,3.37B
501,First Republic Bank,FRC,0.007429,13.92,-0.12,(-0.82%),2023-04-07,"23,145,785",8.25,5.23,1.70,2.68,7.70%,2.51B
502,DISH Network Corporation Class A,DISH,0.006273,8.76,-0.01,(-0.11%),2023-04-07,"9,194,015",3.62,0.68,2.43,12.92,-,4.50B
503,News Corporation Class B,NWS,0.006193,17.43,-0.02,(-0.09%),2023-04-07,"827,644",0.52,-,33.54,-,1.15%,9.98B
