Symbol,Previous Close,Open,Bid,Ask,Day's Range,52 Week Range,Volume,Avg. Volume,YTD Return,Expense Ratio (net),Category,Last Cap Gain,Morningstar Rating,Morningstar Risk Rating,Sustainability Rating
ALK,40.98,41.46,41.95 x 800,45.00 x 800,41.39 - 41.97,37.20 - 61.55,"1,288,835","1,536,116",,,,,,,
MHK,96.36,97.27,70.00 x 900,132.00 x 800,97.00 - 100.41,87.02 - 159.00,"491,698","584,800",,,,,,,
RL,114.28,114.42,113.83 x 800,118.90 x 1000,114.29 - 117.18,82.23 - 128.94,"805,704","950,048",,,,,,,
ZION,30.30,30.51,29.75 x 900,30.00 x 900,29.30 - 30.88,22.55 - 66.90,"5,143,314","3,650,385",,,,,,,
NWL,12.04,12.19,12.22 x 3100,12.43 x 2900,12.06 - 12.46,11.25 - 24.70,"3,957,182","4,714,030",,,,,,,
DVA,79.38,79.86,72.62 x 800,95.00 x 800,79.18 - 81.19,65.28 - 124.81,"636,625","672,427",,,,,,,
FOX,30.89,31.05,31.11 x 900,31.45 x 800,30.97 - 31.33,26.35 - 37.06,"1,149,592","1,205,945",,,,,,,
LNC,21.83,22.02,22.18 x 900,22.50 x 1200,21.90 - 22.48,19.74 - 69.91,"3,735,150","3,688,470",,,,,,,
FRC,13.69,13.75,13.91 x 1000,13.93 x 1100,13.40 - 14.19,11.52 - 171.09,"39,130,808","30,093,359",,,,,,,
DISH,9.01,9.03,9.26 x 1400,9.50 x 3200,8.94 - 9.38,8.43 - 33.74,"6,515,664","6,390,714",,,,,,,
NWS,17.09,17.15,16.39 x 1200,17.52 x 2900,17.15 - 17.44,15.15 - 22.51,"732,366","932,301",,,,,,,
