#,Company,Symbol,Weight,Price,Chg,% Chg,date,Volume,EPS (Trailing),EPS (Forward),P/E (Trailing),P/E (Forward),Dividend Yield,Market Cap
18,Chevron Corporation,CVX,0.853111,163.01,-0.16,(-0.09%),2023-04-02,"7,041,437",18.26,14.97,8.94,10.90,3.70%,308.02B
19,AbbVie Inc.,ABBV,0.824745,158.71,-0.67,(-0.42%),2023-04-02,"4,957,377",6.63,11.12,24.04,14.34,3.71%,276.31B
20,Eli Lilly and Company,LLY,0.793461,342.75,-0.67,(-0.20%),2023-04-02,"2,933,579",6.91,11.71,49.70,29.32,1.32%,323.66B
21,Merck & Co. Inc.,MRK,0.79306,107.0,0.61,(0.57%),2023-04-02,"7,184,259",5.71,8.58,18.62,12.41,2.74%,268.61B
22,Broadcom Inc.,AVGO,0.782098,642.27,0.73,(0.11%),2023-04-02,"2,212,249",29.74,44.20,21.57,14.51,2.87%,268.76B
23,PepsiCo Inc.,PEP,0.735474,182.3,0.0,(0.00%),2023-04-02,"4,480,032",6.48,7.88,28.15,23.14,2.52%,246.26B
24,Coca-Cola Company,KO,0.710889,62.03,-0.01,(-0.01%),2023-04-02,"14,441,040",2.19,2.80,28.29,22.18,2.97%,264.04B
25,Pfizer Inc.,PFE,0.669373,40.77,-0.03,(-0.07%),2023-04-02,"23,393,727",5.47,3.78,7.45,10.79,4.02%,229.09B
26,Thermo Fisher Scientific Inc.,TMO,0.65204,575.6,-0.77,(-0.13%),2023-04-02,"1,438,708",17.64,26.75,32.68,21.54,0.24%,220.93B
27,Costco Wholesale Corporation,COST,0.644024,497.28,0.41,(0.08%),2023-04-02,"2,082,044",13.61,15.69,36.51,31.67,0.72%,217.01B
28,Cisco Systems Inc.,CSCO,0.623937,52.45,0.18,(0.33%),2023-04-02,"20,588,797",2.73,4.03,19.15,12.97,2.98%,210.80B
29,Walmart Inc.,WMT,0.603261,147.37,-0.08,(-0.05%),2023-04-02,"6,956,005",4.27,6.74,34.51,21.86,1.55%,394.25B
30,McDonald's Corporation,MCD,0.600839,279.76,0.15,(0.05%),2023-04-02,"2,902,491",8.34,11.70,33.51,23.91,2.17%,203.25B
31,Bank of America Corp,BAC,0.583304,28.54,-0.06,(-0.21%),2023-04-02,"56,482,081",3.19,3.65,8.98,7.85,3.08%,227.35B
32,Salesforce Inc.,CRM,0.580585,199.92,0.14,(0.07%),2023-04-02,"6,634,260",0.21,8.89,969.81,22.47,-,197.03B
33,Walt Disney Company,DIS,0.52923,100.29,0.16,(0.15%),2023-04-02,"8,919,967",1.82,5.50,55.08,18.21,-,186.32B
34,Accenture Plc Class A,ACN,0.525664,287.26,1.45,(0.51%),2023-04-02,"3,009,370",10.86,12.51,26.31,22.84,1.57%,187.94B
35,Adobe Incorporated,ADBE,0.516309,385.4,0.03,(0.01%),2023-04-02,"3,063,430",10.14,17.60,38.00,21.89,-,173.62B
36,Linde plc,LIN,0.511294,355.05,-0.39,(-0.11%),2023-04-02,"1,513,470",8.24,14.76,43.15,24.09,1.43%,173.20B
37,Abbott Laboratories,ABT,0.510164,100.97,-0.3,(-0.29%),2023-04-02,"6,442,440",3.92,4.84,25.80,20.92,2.01%,174.17B
38,Texas Instruments Incorporated,TXN,0.492941,186.24,0.23,(0.12%),2023-04-02,"4,793,263",9.40,8.44,19.78,22.04,2.67%,169.50B
39,Danaher Corporation,DHR,0.483538,253.5,1.46,(0.58%),2023-04-02,"2,754,736",9.66,11.07,26.08,22.76,0.43%,182.71B
40,Verizon Communications Inc.,VZ,0.479493,38.98,0.09,(0.23%),2023-04-02,"22,801,451",5.06,4.72,7.69,8.24,6.71%,162.08B
41,Advanced Micro Devices Inc.,AMD,0.466055,98.04,0.03,(0.03%),2023-04-02,"55,861,818",0.89,4.33,110.75,22.65,-,161.69B
42,Comcast Corporation Class A,CMCSA,0.461503,37.95,0.04,(0.09%),2023-04-02,"15,858,426",1.19,4.11,31.83,9.23,3.06%,160.05B
43,NextEra Energy Inc.,NEE,0.449456,77.51,0.43,(0.55%),2023-04-02,"10,124,430",2.09,3.38,36.88,22.83,2.43%,149.39B
44,Netflix Inc.,NFLX,0.44509,345.8,0.32,(0.09%),2023-04-02,"5,610,163",9.14,14.38,37.81,24.02,-,150.10B
45,Philip Morris International Inc.,PM,0.442331,96.95,-0.31,(-0.31%),2023-04-02,"3,887,397",5.81,6.91,16.73,14.07,5.22%,149.96B
46,NIKE Inc. Class B,NKE,0.441799,122.6,-0.04,(-0.03%),2023-04-02,"5,659,423",3.47,4.03,35.38,30.40,1.11%,190.57B
47,Bristol-Myers Squibb Company,BMY,0.428217,69.09,-0.22,(-0.32%),2023-04-02,"8,953,243",2.95,8.20,23.48,8.46,3.29%,143.96B
48,Raytheon Technologies Corporation,RTX,0.421241,97.95,0.02,(0.02%),2023-04-02,"4,665,749",3.51,5.82,27.88,16.82,2.25%,142.64B
49,Wells Fargo & Company,WFC,0.420633,37.44,0.06,(0.15%),2023-04-02,"30,287,859",3.14,5.25,11.89,7.12,3.21%,142.67B
50,QUALCOMM Incorporated,QCOM,0.420322,128.05,0.47,(0.37%),2023-04-02,"6,222,446",10.46,11.40,12.20,11.19,2.35%,141.56B
51,United Parcel Service Inc. Class B,UPS,0.411848,193.85,-0.14,(-0.07%),2023-04-02,"2,571,248",13.21,12.33,14.68,15.73,3.34%,165.49B
52,Oracle Corporation,ORCL,0.410786,92.96,0.04,(0.04%),2023-04-02,"10,476,333",3.04,5.58,30.54,16.66,1.72%,250.21B
53,AT&T Inc.,T,0.401633,19.27,0.02,(0.08%),2023-04-02,"27,133,837",-1.26,2.51,-,7.68,5.77%,136.11B
54,Intel Corporation,INTC,0.392047,32.64,-0.04,(-0.11%),2023-04-02,"59,767,022",1.95,1.88,16.75,17.42,1.53%,133.64B
55,Amgen Inc.,AMGN,0.380819,241.5,-0.26,(-0.11%),2023-04-02,"2,762,531",12.12,18.82,19.95,12.84,3.52%,126.42B
56,Honeywell International Inc.,HON,0.373152,192.06,0.94,(0.49%),2023-04-02,"2,702,571",7.27,10.04,26.29,19.03,2.16%,126.85B
57,Intuit Inc.,INTU,0.36572,449.65,3.82,(0.86%),2023-04-02,"1,701,131",6.81,15.53,65.46,28.71,0.70%,125.92B
58,ConocoPhillips,COP,0.358708,99.12,-0.1,(-0.10%),2023-04-02,"7,708,836",14.56,11.11,6.82,8.93,5.38%,122.17B
59,Union Pacific Corporation,UNP,0.358429,203.24,1.98,(0.98%),2023-04-02,"3,422,593",11.22,12.63,17.94,15.94,2.58%,121.64B
60,Boeing Company,BA,0.350467,212.5,0.07,(0.03%),2023-04-02,"5,147,670",-8.30,5.53,-,38.45,-,127.52B
61,Caterpillar Inc.,CAT,0.345078,228.85,0.01,(0.00%),2023-04-02,"2,746,914",12.64,17.21,18.10,13.30,2.10%,119.48B
62,International Business Machines Corporation,IBM,0.34502,131.08,-0.01,(-0.01%),2023-04-02,"4,524,688",1.90,10.13,69.03,12.94,5.03%,117.09B
63,Lowe's Companies Inc.,LOW,0.344028,200.01,0.04,(0.02%),2023-04-02,"3,151,578",10.00,14.73,20.00,13.58,2.10%,120.33B
64,Starbucks Corporation,SBUX,0.343884,104.16,0.03,(0.02%),2023-04-02,"6,900,066",2.88,4.08,36.13,25.51,2.04%,119.77B
65,Morgan Stanley,MS,0.332237,87.82,0.02,(0.02%),2023-04-02,"6,142,357",6.14,8.19,14.31,10.72,3.53%,151.00B
66,Prologis Inc.,PLD,0.331825,125.77,1.0,(0.80%),2023-04-02,"5,305,337",4.36,2.85,28.65,43.73,2.79%,112.38B
67,S&P Global Inc.,SPGI,0.331775,347.98,3.21,(0.93%),2023-04-02,"1,731,991",10.50,14.37,32.85,23.99,1.04%,110.26B
68,Elevance Health Inc.,ELV,0.323674,465.7,5.89,(1.28%),2023-04-02,"1,084,012",24.79,36.99,18.55,12.43,1.29%,106.70B
69,Deere & Company,DE,0.322385,413.21,0.33,(0.08%),2023-04-02,"1,779,199",26.96,32.15,15.32,12.84,1.21%,124.04B
70,Goldman Sachs Group Inc.,GS,0.321149,326.78,-0.33,(-0.10%),2023-04-02,"2,281,102",30.06,40.08,10.88,8.16,3.06%,109.98B
71,Lockheed Martin Corporation,LMT,0.317492,472.75,0.02,(0.00%),2023-04-02,"1,424,900",21.72,27.97,21.76,16.90,2.54%,118.64B
72,Medtronic Plc,MDT,0.311035,80.62,0.0,(0.00%),2023-04-02,"5,561,355",3.04,5.29,26.50,15.23,3.37%,104.83B
73,Applied Materials Inc.,AMAT,0.304019,122.92,0.09,(0.07%),2023-04-02,"5,016,501",7.46,6.84,16.46,17.96,1.04%,106.63B
74,General Electric Company,GE,0.302032,95.69,0.09,(0.09%),2023-04-02,"7,380,208",0.54,3.84,176.06,24.89,0.33%,104.48B
75,Gilead Sciences Inc.,GILD,0.299944,83.19,0.22,(0.26%),2023-04-02,"7,135,830",3.64,7.22,22.81,11.50,3.62%,101.87B
76,Booking Holdings Inc.,BKNG,0.298493,2671.94,19.53,(0.74%),2023-04-02,"365,790",77.88,156.20,34.06,16.98,-,101.43B
77,BlackRock Inc.,BLK,0.29283,666.86,-2.26,(-0.34%),2023-04-02,"516,340",33.95,39.90,19.71,16.77,2.99%,101.60B
78,Analog Devices Inc.,ADI,0.290695,197.41,0.19,(0.09%),2023-04-02,"3,873,014",6.62,10.93,29.78,18.04,1.74%,100.70B
79,American Express Company,AXP,0.286192,164.82,-0.13,(-0.08%),2023-04-02,"3,844,350",9.83,12.55,16.78,13.14,1.45%,125.02B
80,CVS Health Corporation,CVS,0.283272,75.17,0.86,(1.15%),2023-04-02,"10,515,036",3.12,9.09,23.81,8.17,3.26%,94.26B
81,Mondelez International Inc. Class A,MDLZ,0.280192,69.63,-0.09,(-0.13%),2023-04-02,"7,037,393",1.96,3.44,35.57,20.27,2.21%,92.52B
82,Stryker Corporation,SYK,0.279494,253.65,-31.8,(-11.15%),2023-04-02,"1,881,350",6.17,11.13,46.26,25.65,1.05%,107.20B
83,American Tower Corporation,AMT,0.276181,203.79,-0.55,(-0.27%),2023-04-02,"2,558,039",3.84,5.00,53.21,40.88,3.05%,91.34B
84,Automatic Data Processing Inc.,ADP,0.268577,227.02,4.39,(1.97%),2023-04-02,"1,782,915",7.53,9.01,29.58,24.72,2.25%,92.03B
85,ServiceNow Inc.,NOW,0.263558,465.45,0.73,(0.16%),2023-04-02,"2,454,006",1.60,11.35,291.00,40.94,-,95.51B
86,TJX Companies Inc,TJX,0.263248,78.29,-0.08,(-0.10%),2023-04-02,"5,104,809",2.97,3.91,26.35,20.05,1.51%,90.26B
87,Citigroup Inc.,C,0.263074,46.99,0.1,(0.21%),2023-04-02,"16,009,199",7.11,6.68,6.60,7.02,4.35%,91.99B
88,Intuitive Surgical Inc.,ISRG,0.260035,257.07,1.6,(0.62%),2023-04-02,"1,575,224",3.65,6.21,69.95,41.13,-,85.31B
89,Regeneron Pharmaceuticals Inc.,REGN,0.257625,815.9,-5.77,(-0.70%),2023-04-02,"866,170",38.24,44.96,21.49,18.27,-,87.88B
90,T-Mobile US Inc.,TMUS,0.252875,145.05,0.21,(0.14%),2023-04-02,"5,228,313",2.33,9.64,62.30,15.02,-,176.32B
91,PayPal Holdings Inc.,PYPL,0.248544,75.85,-0.09,(-0.12%),2023-04-02,"8,378,586",2.10,5.62,36.25,13.50,-,84.38B
92,Progressive Corporation,PGR,0.248049,144.03,0.97,(0.68%),2023-04-02,"2,344,477",1.16,7.91,123.33,18.10,0.28%,82.20B
93,Marsh & McLennan Companies Inc.,MMC,0.241105,167.84,1.29,(0.78%),2023-04-02,"1,656,502",6.03,8.33,27.62,20.00,1.42%,81.41B
94,Vertex Pharmaceuticals Incorporated,VRTX,0.236995,315.42,0.35,(0.11%),2023-04-02,"1,111,143",12.82,15.47,24.58,20.36,-,78.52B
95,Chubb Limited,CB,0.236675,194.13,-0.05,(-0.03%),2023-04-02,"1,989,196",12.52,20.10,15.52,9.66,1.71%,80.36B
96,Charles Schwab Corp,SCHW,0.236348,52.24,-0.15,(-0.28%),2023-04-02,"43,881,445",3.50,5.04,14.94,10.39,1.91%,95.83B
97,Altria Group Inc.,MO,0.235459,44.61,-0.01,(-0.02%),2023-04-02,"7,711,451",3.19,5.30,13.99,8.42,8.43%,78.75B
98,Zoetis Inc. Class A,ZTS,0.225557,165.42,-1.03,(-0.62%),2023-04-02,"1,705,029",4.50,6.08,37.03,27.37,0.90%,75.75B
99,Cigna Group,CI,0.224114,259.01,3.48,(1.36%),2023-04-02,"1,876,861",21.37,28.24,11.96,9.05,1.93%,74.84B
100,Southern Company,SO,0.221663,70.28,0.7,(1.00%),2023-04-02,"5,197,154",3.27,4.03,21.27,17.28,3.91%,73.28B
101,Duke Energy Corporation,DUK,0.218334,95.7,-0.77,(-0.80%),2023-04-02,"3,205,281",4.89,5.98,19.72,16.12,4.17%,72.07B
102,Target Corporation,TGT,0.217479,165.75,0.12,(0.07%),2023-04-02,"3,094,080",5.98,10.56,27.68,15.69,2.61%,76.20B
103,Lam Research Corporation,LRCX,0.211733,530.15,0.03,(0.01%),2023-04-02,"1,163,705",37.20,27.14,14.25,19.53,1.30%,74.60B
104,Fiserv Inc.,FISV,0.211543,112.07,-0.97,(-0.85%),2023-04-02,"3,874,126",3.91,8.38,28.93,13.49,-,70.10B
105,Boston Scientific Corporation,BSX,0.209461,50.07,0.04,(0.08%),2023-04-02,"11,585,749",0.45,2.15,112.17,23.27,-,71.37B
106,Becton Dickinson and Company,BDX,0.205405,247.61,0.07,(0.03%),2023-04-02,"1,107,486",5.18,13.62,47.82,18.17,1.47%,68.94B
107,Schlumberger N.V.,SLB,0.204415,49.06,-0.04,(-0.08%),2023-04-02,"8,152,415",2.39,3.73,20.52,13.18,2.04%,71.16B
108,Micron Technology Inc.,MU,0.203301,60.46,0.12,(0.20%),2023-04-02,"35,416,498",5.51,1.14,10.94,53.07,0.76%,66.04B
109,CME Group Inc. Class A,CME,0.200383,192.78,1.26,(0.66%),2023-04-02,"2,047,224",7.40,8.81,25.89,21.74,2.30%,67.58B
110,Eaton Corp. Plc,ETN,0.19859,169.61,-1.74,(-1.01%),2023-04-02,"2,931,576",6.14,9.16,27.90,18.71,2.01%,68.66B
111,Illinois Tool Works Inc.,ITW,0.197678,222.73,-20.7,(-8.51%),2023-04-02,"1,043,095",9.77,10.34,24.91,23.56,2.15%,74.16B
112,Northrop Grumman Corp.,NOC,0.196772,461.86,0.14,(0.03%),2023-04-02,"640,614",31.50,24.45,14.66,18.89,1.50%,68.99B
113,EOG Resources Inc.,EOG,0.196613,112.95,-1.68,(-1.46%),2023-04-02,"4,940,084",13.21,13.43,8.68,8.53,2.88%,66.92B
114,Equinix Inc.,EQIX,0.191534,736.83,15.79,(2.19%),2023-04-02,"614,214",7.67,10.46,93.95,68.93,1.89%,65.40B
115,Aon Plc Class A,AON,0.190893,313.95,-1.35,(-0.43%),2023-04-02,"606,671",12.12,16.22,26.01,19.43,0.71%,63.39B
116,Colgate-Palmolive Company,CL,0.185605,75.37,0.22,(0.29%),2023-04-02,"5,153,559",2.12,3.41,35.38,22.03,2.55%,61.05B
117,Air Products and Chemicals Inc.,APD,0.182923,286.15,-1.06,(-0.37%),2023-04-02,"1,487,605",10.13,12.49,28.34,22.99,2.44%,63.61B
118,CSX Corporation,CSX,0.182861,29.62,-0.32,(-1.07%),2023-04-02,"11,340,781",1.95,2.04,15.37,14.71,1.47%,61.38B
119,Humana Inc.,HUM,0.180231,500.06,14.6,(3.01%),2023-04-02,"1,274,590",22.04,31.94,22.03,15.20,0.73%,59.38B
120,Marathon Petroleum Corporation,MPC,0.179577,133.16,-1.68,(-1.24%),2023-04-02,"3,143,368",28.44,13.25,4.74,10.17,2.23%,60.24B
121,Activision Blizzard Inc.,ATVI,0.178539,85.7,0.11,(0.13%),2023-04-02,"5,235,102",1.92,4.15,44.62,20.62,0.55%,63.38B
122,Waste Management Inc.,WM,0.177876,163.23,0.06,(0.04%),2023-04-02,"3,115,601",5.39,6.71,30.26,24.33,1.72%,64.98B
123,Freeport-McMoRan Inc.,FCX,0.169684,41.04,0.13,(0.32%),2023-04-02,"11,181,342",2.38,2.34,17.19,17.51,1.83%,58.19B
124,Intercontinental Exchange Inc.,ICE,0.16954,103.66,-0.63,(-0.60%),2023-04-02,"3,192,342",2.57,5.97,40.56,17.47,1.61%,57.71B
125,Synopsys Inc.,SNPS,0.169214,390.64,4.39,(1.14%),2023-04-02,"1,131,931",6.05,12.11,63.84,31.91,-,59.27B
126,Crown Castle Inc.,CCI,0.16919,135.42,1.58,(1.18%),2023-04-02,"2,379,797",3.86,3.58,34.68,37.43,4.68%,55.45B
127,Estee Lauder Companies Inc. Class A,EL,0.168797,246.75,0.29,(0.12%),2023-04-02,"1,893,166",4.12,7.34,59.75,33.57,1.07%,86.96B
128,Cadence Design Systems Inc.,CDNS,0.167696,209.7,-0.39,(-0.19%),2023-04-02,"2,104,121",3.09,5.59,68.06,37.58,-,58.05B
129,3M Company,MMM,0.167498,105.03,-0.08,(-0.08%),2023-04-02,"3,611,489",10.14,9.53,10.36,11.03,5.71%,57.78B
130,HCA Healthcare Inc,HCA,0.162176,260.83,-2.85,(-1.08%),2023-04-02,"1,223,921",19.24,19.36,13.70,13.62,0.91%,72.69B
131,KLA Corporation,KLAC,0.161964,402.0,2.83,(0.71%),2023-04-02,"1,055,518",24.32,19.17,16.41,20.83,1.30%,57.30B
132,Valero Energy Corporation,VLO,0.155758,138.26,-1.34,(-0.96%),2023-04-02,"3,330,602",29.12,16.38,4.79,8.52,2.92%,52.26B
133,O'Reilly Automotive Inc.,ORLY,0.155291,843.56,-5.43,(-0.64%),2023-04-02,"404,368",33.49,41.05,25.35,20.68,-,51.89B
134,FedEx Corporation,FDX,0.153879,228.38,-0.12,(-0.05%),2023-04-02,"1,654,552",11.60,18.35,19.70,12.45,2.01%,57.25B
135,Sherwin-Williams Company,SHW,0.151135,224.88,0.11,(0.05%),2023-04-02,"1,483,691",7.72,9.93,29.10,22.65,1.08%,57.39B
136,PNC Financial Services Group Inc.,PNC,0.151054,127.16,0.06,(0.04%),2023-04-02,"3,600,453",13.84,15.24,9.18,8.34,4.72%,49.97B
137,General Dynamics Corporation,GD,0.150516,228.16,-0.06,(-0.02%),2023-04-02,"1,323,623",12.19,14.79,18.72,15.44,2.31%,61.68B
138,Edwards Lifesciences Corporation,EW,0.148774,82.78,0.05,(0.06%),2023-04-02,"2,878,736",2.44,2.85,33.92,29.02,-,49.57B
139,General Mills Inc.,GIS,0.148738,87.0,1.54,(1.80%),2023-04-02,"3,069,902",4.63,4.45,18.45,19.22,2.53%,48.81B
140,General Motors Company,GM,0.148226,36.78,0.1,(0.27%),2023-04-02,"10,872,665",6.13,6.36,5.98,5.76,0.98%,51.20B
141,U.S. Bancorp,USB,0.145853,36.08,0.03,(0.07%),2023-04-02,"15,541,677",3.69,5.34,9.76,6.75,5.33%,55.47B
142,McKesson Corporation,MCK,0.144691,355.78,-0.27,(-0.08%),2023-04-02,"840,341",21.85,26.44,16.30,13.47,0.61%,47.25B
143,Emerson Electric Co.,EMR,0.14442,87.42,0.28,(0.32%),2023-04-02,"2,674,048",4.48,4.58,19.45,19.01,2.39%,49.92B
144,Moderna Inc.,MRNA,0.143599,153.46,-0.12,(-0.08%),2023-04-02,"3,784,556",19.96,-3.35,7.69,-,-,58.66B
145,Ford Motor Company,F,0.142588,12.56,-0.05,(-0.36%),2023-04-02,"66,869,199",-0.49,1.65,-,7.64,4.76%,49.83B
146,Pioneer Natural Resources Company,PXD,0.141696,204.78,0.54,(0.26%),2023-04-02,"1,888,632",31.01,23.87,6.59,8.56,13.34%,47.24B
147,Amphenol Corporation Class A,APH,0.141525,70.51,-11.2,(-13.72%),2023-04-02,"2,673,786",3.06,3.31,26.67,24.70,1.03%,48.45B
148,Norfolk Southern Corporation,NSC,0.140483,222.51,10.51,(4.96%),2023-04-02,"1,451,742",13.88,14.88,15.27,14.25,2.55%,48.09B
149,Moody's Corporation,MCO,0.139491,306.13,0.11,(0.03%),2023-04-02,"641,502",7.69,11.14,39.80,27.47,1.01%,55.63B
150,Motorola Solutions Inc.,MSI,0.139074,280.89,-5.25,(-1.83%),2023-04-02,"730,601",7.93,12.48,36.08,22.92,1.23%,47.23B
151,NXP Semiconductors NV,NXPI,0.138746,185.68,-0.8,(-0.43%),2023-04-02,"2,081,239",10.56,13.84,17.67,13.48,2.18%,49.90B
152,Sempra Energy,SRE,0.138612,159.39,8.23,(5.44%),2023-04-02,"1,322,115",6.62,9.60,22.84,15.75,3.15%,46.52B
153,Phillips 66,PSX,0.137604,101.5,0.12,(0.11%),2023-04-02,"3,919,469",22.93,13.26,4.42,7.65,4.14%,46.94B
154,Public Storage,PSA,0.137542,326.03,23.89,(7.91%),2023-04-02,"1,174,968",23.49,12.06,12.86,25.04,3.97%,52.29B
155,Dollar General Corporation,DG,0.137124,210.41,-0.06,(-0.03%),2023-04-02,"2,198,203",10.68,12.55,19.71,16.77,1.12%,46.38B
156,Dominion Energy Inc,D,0.137041,55.48,-0.43,(-0.77%),2023-04-02,"3,466,705",1.06,3.82,52.70,14.65,4.78%,45.30B
157,American Electric Power Company Inc.,AEP,0.136994,91.75,0.76,(0.84%),2023-04-02,"2,210,556",4.50,5.64,20.22,16.13,3.65%,44.83B
158,Roper Technologies Inc.,ROP,0.136648,532.87,92.18,(20.92%),2023-04-02,"956,735",9.23,17.31,47.76,25.46,0.62%,46.33B
159,Chipotle Mexican Grill Inc.,CMG,0.136377,1708.5,0.21,(0.01%),2023-04-02,"286,335",32.06,51.12,53.28,33.42,-,47.42B
160,Microchip Technology Incorporated,MCHP,0.13393,83.95,0.17,(0.20%),2023-04-02,"3,115,246",3.70,6.23,22.64,13.44,1.71%,47.55B
161,Occidental Petroleum Corporation,OXY,0.133596,62.44,0.01,(0.02%),2023-04-02,"9,618,820",12.43,5.85,5.02,10.67,1.15%,56.48B
162,AutoZone Inc.,AZO,0.133322,2450.0,-8.15,(-0.33%),2023-04-02,"186,711",122.14,145.66,20.13,16.88,-,44.81B
163,Kimberly-Clark Corporation,KMB,0.132572,129.24,-4.98,(-3.71%),2023-04-02,"1,660,537",5.72,6.76,23.48,19.87,3.52%,44.21B
164,Truist Financial Corporation,TFC,0.13241,34.04,-0.06,(-0.18%),2023-04-02,"12,628,225",4.43,5.12,7.70,6.66,6.10%,44.85B
165,DexCom Inc.,DXCM,0.130277,116.33,0.15,(0.13%),2023-04-02,"2,118,214",0.80,1.45,145.04,80.12,-,45.05B
166,MSCI Inc. Class A,MSCI,0.129384,600.7,41.01,(7.33%),2023-04-02,"347,072",10.72,14.91,52.22,37.55,0.99%,45.13B
167,Marriott International Inc. Class A,MAR,0.129048,165.48,-0.56,(-0.34%),2023-04-02,"1,514,268",7.25,8.60,22.90,19.30,0.96%,52.28B
168,Archer-Daniels-Midland Company,ADM,0.128712,79.27,-0.39,(-0.48%),2023-04-02,"3,416,555",7.70,6.68,10.34,11.93,2.26%,42.69B
169,Autodesk Inc.,ADSK,0.128567,209.45,1.29,(0.62%),2023-04-02,"1,871,244",3.78,8.36,55.13,24.90,-,44.91B
170,Parker-Hannifin Corporation,PH,0.127489,327.38,-8.73,(-2.60%),2023-04-02,"1,032,923",9.68,21.45,34.71,15.67,1.58%,43.05B
171,Corteva Inc,CTVA,0.126457,59.45,-0.86,(-1.42%),2023-04-02,"2,700,238",1.65,3.47,36.60,17.39,0.99%,42.95B
172,Fortinet Inc.,FTNT,0.125799,66.52,0.06,(0.09%),2023-04-02,"5,714,939",1.07,1.68,62.17,39.68,-,52.32B
173,Trane Technologies plc,TT,0.124189,182.33,-1.65,(-0.90%),2023-04-02,"2,119,811",7.58,9.11,24.27,20.20,1.63%,42.34B
174,Exelon Corporation,EXC,0.121641,41.7,-0.2,(-0.47%),2023-04-02,"5,378,220",2.08,2.50,20.14,16.72,3.44%,40.57B
175,TE Connectivity Ltd.,TEL,0.121361,131.34,0.19,(0.15%),2023-04-02,"1,361,861",7.00,7.66,18.74,17.12,1.80%,41.66B
176,IDEXX Laboratories Inc.,IDXX,0.120767,502.35,2.27,(0.45%),2023-04-02,"507,477",8.03,10.93,62.29,45.76,-,40.88B
177,Johnson Controls International plc,JCI,0.120274,55.6,-4.62,(-7.68%),2023-04-02,"4,017,198",1.83,4.02,32.82,14.97,2.39%,41.73B
178,Ecolab Inc.,ECL,0.119486,158.28,-7.25,(-4.38%),2023-04-02,"1,716,252",3.81,5.81,43.43,28.49,1.28%,46.15B
179,Cintas Corporation,CTAS,0.119283,391.0,-71.7,(-15.49%),2023-04-02,"577,564",12.29,14.15,37.64,32.71,0.99%,46.68B
180,Arthur J. Gallagher & Co.,AJG,0.118798,191.41,0.1,(0.05%),2023-04-02,"935,645",5.20,9.90,36.80,19.33,1.15%,40.31B
181,Arista Networks Inc.,ANET,0.118764,168.75,0.89,(0.53%),2023-04-02,"3,030,464",4.28,6.48,39.26,25.91,-,51.57B
