#,Company,Symbol,Weight,Price,Chg,% Chg,date,Volume,EPS (Trailing),EPS (Forward),P/E (Trailing),P/E (Forward),Dividend Yield,Market Cap
182,Monster Beverage Corporation,MNST,0.11787,54.21,0.2,(0.37%),2023-04-02,"5,497,067",2.23,3.53,24.17,15.29,-,27.76B
183,Agilent Technologies Inc.,A,0.117375,138.41,0.07,(0.05%),2023-04-02,"2,579,849",4.43,6.31,31.19,21.94,0.65%,40.65B
184,Biogen Inc.,BIIB,0.117159,277.91,-0.13,(-0.04%),2023-04-02,"1,196,988",20.92,16.51,13.29,16.84,-,39.45B
185,Travelers Companies Inc.,TRV,0.116583,171.94,0.53,(0.31%),2023-04-02,"1,865,724",11.76,16.82,14.58,10.19,2.17%,39.53B
186,Realty Income Corporation,O,0.115776,62.85,-0.47,(-0.74%),2023-04-02,"4,143,062",1.42,1.48,44.59,42.78,4.83%,40.61B
187,Sysco Corporation,SYY,0.115169,75.28,-1.95,(-2.53%),2023-04-02,"2,802,158",2.77,4.61,27.84,16.76,2.54%,38.46B
188,Newmont Corporation,NEM,0.114481,47.5,-1.52,(-3.10%),2023-04-02,"5,832,537",-0.57,2.18,-,22.50,3.26%,38.34B
189,Nucor Corporation,NUE,0.11309,159.74,5.27,(3.41%),2023-04-02,"1,791,850",29.05,11.92,5.32,12.96,1.32%,38.75B
190,TransDigm Group Incorporated,TDG,0.112557,735.89,-1.16,(-0.16%),2023-04-02,"290,340",14.69,26.79,50.16,27.51,-,40.09B
191,Dow Inc.,DOW,0.112034,56.31,1.49,(2.72%),2023-04-02,"4,410,842",6.25,4.86,8.78,11.28,5.11%,38.71B
192,Carrier Global Corp.,CARR,0.11151,46.16,0.41,(0.89%),2023-04-02,"4,795,802",4.09,2.84,11.18,16.11,1.62%,38.53B
193,PACCAR Inc,PCAR,0.111065,73.23,0.03,(0.04%),2023-04-02,"3,008,842",5.17,5.62,14.16,13.02,1.37%,38.20B
194,MetLife Inc.,MET,0.110851,55.57,-2.37,(-4.09%),2023-04-02,"6,143,541",2.54,9.15,22.78,6.33,3.45%,44.83B
195,Hershey Company,HSY,0.109935,246.01,-8.4,(-3.30%),2023-04-02,"764,857",7.19,10.09,35.36,25.21,1.63%,51.10B
196,L3Harris Technologies Inc,LHX,0.109383,196.22,-0.03,(-0.01%),2023-04-02,"977,059",5.46,13.25,35.93,14.81,2.32%,36.82B
197,American International Group Inc.,AIG,0.109138,50.6,0.24,(0.48%),2023-04-02,"5,071,565",12.79,7.36,3.94,6.85,2.54%,36.99B
198,Charter Communications Inc. Class A,CHTR,0.108576,347.08,-10.5,(-2.94%),2023-04-02,"998,806",30.76,40.27,11.63,8.88,-,60.16B
199,Hess Corporation,HES,0.108549,131.46,-0.88,(-0.67%),2023-04-02,"1,364,059",6.77,10.05,19.55,13.16,1.32%,39.88B
200,Hilton Worldwide Holdings Inc,HLT,0.108165,139.56,-1.31,(-0.93%),2023-04-02,"1,815,812",4.54,6.63,31.04,21.26,0.43%,38.63B
201,Xcel Energy Inc.,XEL,0.107948,68.88,1.44,(2.13%),2023-04-02,"5,987,670",3.17,3.61,21.27,18.70,3.08%,35.81B
202,Constellation Brands Inc. Class A,STZ,0.107603,225.93,0.04,(0.02%),2023-04-02,"1,244,326",0.34,11.71,668.31,19.30,1.42%,41.11B
203,Yum! Brands Inc.,YUM,0.107392,132.24,0.16,(0.12%),2023-04-02,"1,705,818",4.57,5.93,28.91,22.29,1.83%,36.95B
204,Paychex Inc.,PAYX,0.107375,114.98,0.39,(0.34%),2023-04-02,"3,092,616",4.04,4.53,28.35,25.31,2.76%,40.94B
205,Aflac Incorporated,AFL,0.107236,64.62,0.1,(0.15%),2023-04-02,"2,709,789",6.56,6.04,9.83,10.68,2.60%,39.25B
206,IQVIA Holdings Inc,IQV,0.106776,201.4,2.51,(1.26%),2023-04-02,"972,396",5.72,12.04,34.78,16.52,-,36.95B
207,Capital One Financial Corp,COF,0.106223,94.7,-1.46,(-1.52%),2023-04-02,"2,534,044",17.82,15.11,5.40,6.36,2.50%,36.43B
208,Ross Stores Inc.,ROST,0.105906,106.23,0.1,(0.09%),2023-04-02,"3,723,260",4.38,5.58,24.21,19.01,1.26%,36.66B
209,Williams Companies Inc.,WMB,0.105282,29.72,-0.15,(-0.49%),2023-04-02,"5,821,916",1.67,1.75,17.85,17.01,5.99%,35.83B
210,Illumina Inc.,ILMN,0.104461,234.2,1.65,(0.71%),2023-04-02,"1,117,394",-28.06,3.12,-,74.42,-,36.23B
211,Centene Corporation,CNC,0.104304,63.85,0.64,(1.01%),2023-04-02,"5,973,846",2.03,7.16,31.09,8.83,-,34.05B
212,ON Semiconductor Corporation,ON,0.104143,82.31,-0.02,(-0.02%),2023-04-02,"5,852,337",4.25,5.15,19.37,16.00,-,37.00B
213,Simon Property Group Inc.,SPG,0.103852,112.91,0.94,(0.84%),2023-04-02,"3,297,819",6.52,6.12,17.18,18.30,6.43%,36.22B
214,Otis Worldwide Corporation,OTIS,0.102524,84.11,-0.3,(-0.35%),2023-04-02,"2,608,864",2.96,3.84,28.49,21.97,1.37%,34.92B
215,Kinder Morgan Inc Class P,KMI,0.100771,17.54,0.03,(0.17%),2023-04-02,"12,085,766",1.12,1.18,15.61,14.89,6.34%,38.42B
216,Consolidated Edison Inc.,ED,0.099105,92.93,-2.74,(-2.87%),2023-04-02,"2,099,903",4.67,5.20,20.49,18.40,3.39%,32.77B
217,Welltower Inc.,WELL,0.098851,70.68,-1.01,(-1.41%),2023-04-02,"3,648,452",0.28,1.17,259.75,61.17,3.40%,34.28B
218,Mettler-Toledo International Inc.,MTD,0.098503,1560.17,29.96,(1.96%),2023-04-02,"84,920",38.46,49.02,39.78,31.22,-,33.57B
219,Cummins Inc.,CMI,0.097679,243.6,4.72,(1.98%),2023-04-02,"1,158,351",15.12,19.22,15.80,12.43,2.63%,34.12B
220,Rockwell Automation Inc.,ROK,0.097069,312.81,19.36,(6.60%),2023-04-02,"594,493",9.23,12.31,31.79,23.83,1.61%,33.78B
221,Bank of New York Mellon Corp,BK,0.097009,47.72,2.28,(5.02%),2023-04-02,"5,195,625",2.90,5.41,15.67,8.40,3.26%,36.75B
222,Warner Bros. Discovery Inc. Series A,WBD,0.09691,15.12,0.02,(0.13%),2023-04-02,"17,309,359",-2.62,0.94,-,15.98,-,38.08B
223,AMETEK Inc.,AME,0.096868,144.37,-0.96,(-0.66%),2023-04-02,"1,159,745",5.01,6.43,29.01,22.60,0.69%,33.23B
224,Devon Energy Corporation,DVN,0.095904,50.6,-0.01,(-0.01%),2023-04-02,"7,652,512",9.12,7.18,5.55,7.05,10.00%,33.21B
225,DuPont de Nemours Inc.,DD,0.095555,68.78,-2.99,(-4.17%),2023-04-02,"2,499,414",2.01,4.38,35.67,16.40,2.01%,32.78B
226,Ameriprise Financial Inc.,AMP,0.094307,326.5,20.0,(6.52%),2023-04-02,"511,781",22.45,33.46,13.65,9.16,1.63%,32.86B
227,VICI Properties Inc,VICI,0.094286,32.42,-0.21,(-0.63%),2023-04-02,"8,389,853",1.25,2.45,26.03,13.32,4.78%,31.70B
228,Kroger Co.,KR,0.094244,49.32,-0.05,(-0.10%),2023-04-02,"4,811,123",3.06,4.50,16.12,10.96,2.11%,34.97B
229,ResMed Inc.,RMD,0.093278,220.0,1.01,(0.46%),2023-04-02,"512,079",5.50,7.29,39.81,30.04,0.80%,31.87B
230,Copart Inc.,CPRT,0.092839,75.45,0.24,(0.32%),2023-04-02,"2,718,304",2.25,2.63,33.50,28.62,-,35.74B
231,Electronic Arts Inc.,EA,0.092432,119.77,-0.69,(-0.57%),2023-04-02,"2,347,256",3.71,6.54,32.51,18.41,0.63%,32.20B
232,Fidelity National Information Services Inc.,FIS,0.091275,54.38,0.05,(0.08%),2023-04-02,"7,492,472",-28.27,6.46,-,8.41,3.83%,32.33B
233,Public Service Enterprise Group Inc,PEG,0.091032,56.77,-5.68,(-9.10%),2023-04-02,"3,131,598",2.06,3.71,30.33,16.84,3.65%,30.07B
234,Cognizant Technology Solutions Corporation Class A,CTSH,0.09089,61.02,0.09,(0.14%),2023-04-02,"2,925,929",4.42,4.88,13.80,12.47,1.90%,30.77B
235,Kraft Heinz Company,KHC,0.090886,38.69,0.02,(0.04%),2023-04-02,"6,192,919",1.91,2.87,20.20,13.49,4.14%,46.43B
236,PPG Industries Inc.,PPG,0.089651,124.69,-8.89,(-6.66%),2023-04-02,"1,497,789",4.34,7.76,30.81,17.22,1.86%,30.96B
237,Old Dominion Freight Line Inc.,ODFL,0.089105,168.1,-173.0,(-50.68%),2023-04-02,"769,821",12.18,13.31,27.97,25.61,0.47%,37.50B
238,Fastenal Company,FAST,0.089041,53.63,-0.31,(-0.58%),2023-04-02,"2,599,561",1.89,2.12,28.57,25.42,2.60%,30.47B
239,W.W. Grainger Inc.,GWW,0.089035,1143.5,454.69,(66.01%),2023-04-02,"305,173",30.28,36.37,22.75,18.94,1.00%,34.72B
240,Prudential Financial Inc.,PRU,0.088693,82.5,-0.24,(-0.29%),2023-04-02,"2,493,833",-3.94,12.93,-,6.40,6.04%,30.15B
241,Verisk Analytics Inc,VRSK,0.088072,190.1,-1.76,(-0.92%),2023-04-02,"1,394,420",6.52,6.38,29.44,30.09,0.71%,28.91B
242,GE Healthcare Technologies Inc.,GEHC,0.087924,81.85,-0.18,(-0.22%),2023-04-02,"1,916,325",4.18,-,19.62,-,-,36.87B
243,D.R. Horton Inc.,DHI,0.087871,100.84,3.15,(3.22%),2023-04-02,"5,522,821",16.13,9.41,6.06,10.38,1.02%,33.32B
244,WEC Energy Group Inc,WEC,0.087837,94.78,-0.01,(-0.01%),2023-04-02,"1,300,381",4.45,4.90,21.28,19.35,3.29%,28.84B
245,Aptiv PLC,APTV,0.0878,113.23,1.04,(0.93%),2023-04-02,"2,585,027",1.96,6.27,57.33,17.88,-,30.56B
246,Keurig Dr Pepper Inc.,KDP,0.087679,35.4,0.12,(0.34%),2023-04-02,"11,182,884",1.01,1.92,35.00,18.37,2.27%,48.54B
247,Dollar Tree Inc.,DLTR,0.087327,143.65,0.1,(0.07%),2023-04-02,"1,330,151",7.20,7.93,19.93,18.10,-,31.31B
248,Allstate Corporation,ALL,0.085294,110.84,0.03,(0.03%),2023-04-02,"1,901,109",-5.33,13.27,-,8.35,3.21%,29.18B
249,Baker Hughes Company Class A,BKR,0.084881,28.99,0.13,(0.43%),2023-04-02,"7,391,146",-0.60,2.06,-,14.02,2.63%,28.87B
250,ANSYS Inc.,ANSS,0.083872,311.71,-21.1,(-6.34%),2023-04-02,"726,844",5.99,9.58,55.59,34.75,-,28.89B
251,Keysight Technologies Inc,KEYS,0.083585,161.5,0.02,(0.01%),2023-04-02,"932,267",6.37,8.53,25.37,18.94,-,28.72B
252,Halliburton Company,HAL,0.083158,31.71,0.07,(0.22%),2023-04-02,"10,579,554",1.73,3.64,18.30,8.70,2.02%,28.43B
253,American Water Works Company Inc.,AWK,0.083137,142.25,-4.25,(-2.90%),2023-04-02,"1,060,654",4.50,5.14,32.52,28.50,1.79%,27.48B
254,ONEOK Inc.,OKE,0.082402,64.69,1.15,(1.81%),2023-04-02,"2,112,671",3.84,4.90,16.56,12.97,6.01%,28.01B
255,Enphase Energy Inc.,ENPH,0.082394,211.16,0.88,(0.42%),2023-04-02,"2,776,847",2.74,7.34,76.80,28.65,-,29.85B
256,SBA Communications Corp. Class A,SBAC,0.082003,260.55,-0.52,(-0.20%),2023-04-02,"554,820",4.22,5.86,61.91,44.57,1.30%,27.16B
257,CoStar Group Inc.,CSGP,0.081718,68.94,0.09,(0.13%),2023-04-02,"2,082,550",0.93,1.39,74.27,49.57,-,27.47B
258,Republic Services Inc.,RSG,0.081381,128.91,-6.31,(-4.67%),2023-04-02,"1,146,370",4.69,5.78,28.82,23.39,1.46%,41.77B
259,Ulta Beauty Inc.,ULTA,0.080964,546.61,0.94,(0.17%),2023-04-02,"769,427",24.02,27.22,22.71,20.05,-,27.86B
260,Eversource Energy,ES,0.080344,78.14,-0.12,(-0.15%),2023-04-02,"1,734,906",4.05,4.68,19.34,16.73,3.45%,26.38B
261,Global Payments Inc.,GPN,0.080169,105.29,0.05,(0.05%),2023-04-02,"2,111,292",0.43,11.79,241.93,8.92,0.95%,27.76B
262,Digital Realty Trust Inc.,DLR,0.078917,98.14,-0.18,(-0.18%),2023-04-02,"3,934,997",1.15,1.27,85.34,77.47,4.96%,28.38B
263,United Rentals Inc.,URI,0.078898,392.0,-3.76,(-0.95%),2023-04-02,"878,148",29.75,44.14,13.30,8.97,1.50%,28.29B
264,Edison International,EIX,0.078818,72.33,1.74,(2.46%),2023-04-02,"1,937,167",1.59,5.13,44.31,13.76,4.18%,26.09B
265,Zimmer Biomet Holdings Inc.,ZBH,0.078426,130.23,1.03,(0.80%),2023-04-02,"1,212,585",1.38,7.57,93.69,17.07,0.74%,26.91B
266,Corning Inc,GLW,0.078276,35.18,-0.1,(-0.28%),2023-04-02,"4,262,517",1.54,2.50,22.95,14.12,3.17%,29.72B
267,Discover Financial Services,DFS,0.077365,97.8,-1.04,(-1.05%),2023-04-02,"2,262,445",15.45,14.01,6.40,7.06,2.43%,25.83B
268,State Street Corporation,STT,0.077303,75.6,-0.09,(-0.12%),2023-04-02,"1,678,521",7.19,9.53,10.53,7.94,3.33%,26.45B
269,Albemarle Corporation,ALB,0.076822,222.69,1.65,(0.74%),2023-04-02,"1,835,393",22.82,29.24,9.68,7.56,0.72%,25.67B
270,Lennar Corporation Class A,LEN,0.076816,104.98,-0.14,(-0.13%),2023-04-02,"1,958,952",12.98,10.69,8.10,9.83,1.43%,29.60B
271,AmerisourceBergen Corporation,ABC,0.076093,159.39,-0.73,(-0.45%),2023-04-02,"1,310,347",8.24,12.60,19.44,12.71,1.21%,31.25B
272,CDW Corporation,CDW,0.075996,195.14,0.25,(0.13%),2023-04-02,"945,096",8.14,11.39,23.95,17.11,1.21%,26.34B
273,PG&E Corporation,PCG,0.075429,16.14,-0.04,(-0.22%),2023-04-02,"27,984,093",0.84,1.34,19.18,12.04,-,38.99B
274,Tractor Supply Company,TSCO,0.07513,235.78,0.74,(0.31%),2023-04-02,"1,036,720",9.71,11.58,24.20,20.30,1.75%,25.80B
275,West Pharmaceutical Services Inc.,WST,0.07452,352.4,5.93,(1.71%),2023-04-02,"431,431",7.66,8.45,45.25,41.02,0.22%,25.55B
276,Gartner Inc.,IT,0.074305,325.95,0.18,(0.06%),2023-04-02,"396,794",9.98,10.94,32.64,29.78,-,25.46B
277,Constellation Energy Corporation,CEG,0.074053,76.51,-1.99,(-2.54%),2023-04-02,"2,984,413",-0.46,5.20,-,15.11,1.44%,25.70B
278,Arch Capital Group Ltd.,ACGL,0.074005,68.31,0.44,(0.65%),2023-04-02,"2,787,602",3.81,6.72,17.82,10.10,-,25.02B
279,HP Inc.,HPQ,0.073763,30.43,1.08,(3.68%),2023-04-02,"7,653,501",2.51,3.59,11.69,8.18,3.58%,28.91B
280,Walgreens Boots Alliance Inc.,WBA,0.07329,34.76,0.18,(0.51%),2023-04-02,"6,708,157",-3.43,4.83,-,7.15,5.55%,29.49B
281,T. Rowe Price Group,TROW,0.073123,111.89,-1.01,(-0.89%),2023-04-02,"1,173,580",6.69,7.19,16.88,15.70,4.32%,25.16B
282,Willis Towers Watson Public Limited Company,WTW,0.073063,237.49,5.11,(2.20%),2023-04-02,"576,351",9.48,17.21,24.52,13.50,1.45%,24.76B
283,Diamondback Energy Inc.,FANG,0.072346,135.0,-0.17,(-0.12%),2023-04-02,"1,945,979",24.74,23.06,5.46,5.86,7.07%,25.06B
284,Equifax Inc.,EFX,0.072084,90.0,-113.0,(-55.63%),2023-04-02,"790,452",5.64,9.11,35.94,22.27,0.77%,24.62B
285,Quanta Services Inc.,PWR,0.070274,166.57,-0.07,(-0.04%),2023-04-02,"918,483",3.32,8.06,50.16,20.67,0.19%,23.73B
286,eBay Inc.,EBAY,0.07025,44.43,0.06,(0.14%),2023-04-02,"4,053,584",-2.14,4.53,-,9.79,2.25%,23.70B
287,Fortive Corp.,FTV,0.070222,68.21,0.04,(0.05%),2023-04-02,"2,219,672",2.10,3.66,32.52,18.61,0.41%,23.81B
288,LyondellBasell Industries NV,LYB,0.069454,93.97,0.08,(0.09%),2023-04-02,"2,010,282",11.89,10.61,7.90,8.85,5.07%,30.31B
289,Ingersoll Rand Inc.,IR,0.068556,58.2,0.02,(0.04%),2023-04-02,"2,175,857",1.44,2.82,40.46,20.65,0.14%,23.53B
290,Genuine Parts Company,GPC,0.06852,167.22,-0.09,(-0.05%),2023-04-02,"799,100",8.31,9.60,20.13,17.42,2.27%,23.17B
291,International Flavors & Fragrances Inc.,IFF,0.068042,92.23,0.27,(0.29%),2023-04-02,"1,447,610",-7.33,5.67,-,16.22,3.52%,23.24B
292,AvalonBay Communities Inc.,AVB,0.067348,164.63,-3.43,(-2.04%),2023-04-02,"1,381,432",8.11,5.61,20.73,29.97,3.93%,22.97B
293,Align Technology Inc.,ALGN,0.066684,334.6,0.46,(0.14%),2023-04-02,"1,215,289",4.60,9.76,72.65,34.24,-,26.00B
294,Vulcan Materials Company,VMC,0.066675,167.06,-4.5,(-2.63%),2023-04-02,"1,537,659",4.45,7.30,38.56,23.49,1.00%,22.58B
295,CBRE Group Inc. Class A,CBRE,0.065985,72.85,0.04,(0.05%),2023-04-02,"2,347,998",4.27,5.83,17.05,12.50,-,22.58B
296,Ameren Corporation,AEE,0.065892,89.0,2.61,(3.02%),2023-04-02,"1,251,692",4.14,4.68,20.87,18.46,2.92%,21.71B
297,Monolithic Power Systems Inc.,MPWR,0.065788,495.44,-5.1,(-1.02%),2023-04-02,"464,131",9.05,15.66,55.31,31.96,0.80%,24.90B
298,Insulet Corporation,PODD,0.065122,319.21,0.25,(0.08%),2023-04-02,"895,436",0.06,2.06,5695.71,154.99,-,22.28B
299,Hartford Financial Services Group Inc.,HIG,0.064611,69.34,-0.35,(-0.50%),2023-04-02,"1,807,126",5.45,9.63,12.78,7.23,2.44%,21.71B
300,Delta Air Lines Inc.,DAL,0.064593,34.92,-0.01,(-0.01%),2023-04-02,"9,177,174",2.05,6.87,17.04,5.09,-,22.78B
301,Entergy Corporation,ETR,0.064286,106.88,-0.86,(-0.80%),2023-04-02,"1,014,768",5.38,7.19,20.01,14.98,3.97%,22.04B
302,Martin Marietta Materials Inc.,MLM,0.064266,353.35,-1.71,(-0.48%),2023-04-02,"305,783",13.70,17.19,25.92,20.66,0.74%,21.83B
303,Weyerhaeuser Company,WY,0.063819,30.31,0.18,(0.59%),2023-04-02,"6,330,228",2.52,1.18,11.96,25.45,2.52%,21.88B
304,FirstEnergy Corp.,FE,0.063125,39.0,-1.06,(-2.64%),2023-04-02,"3,226,178",0.71,2.68,56.50,14.96,3.89%,22.09B
305,Extra Space Storage Inc.,EXR,0.062818,163.02,0.09,(0.05%),2023-04-02,"1,041,511",6.41,6.34,25.43,25.68,3.98%,21.43B
306,Church & Dwight Co. Inc.,CHD,0.06254,87.5,-0.91,(-1.03%),2023-04-02,"1,362,780",1.68,3.28,52.66,26.94,1.23%,21.16B
307,First Solar Inc.,FSLR,0.062356,217.55,0.05,(0.02%),2023-04-02,"1,289,975",-0.42,12.87,-,16.90,-,23.09B
308,DTE Energy Company,DTE,0.062186,115.1,5.56,(5.08%),2023-04-02,"1,693,521",5.51,6.69,19.87,16.37,3.48%,21.67B
309,Dover Corporation,DOV,0.061289,165.26,13.32,(8.76%),2023-04-02,"1,229,429",7.27,9.78,20.91,15.53,1.33%,21.10B
310,Teledyne Technologies Incorporated,TDY,0.060678,505.0,57.64,(12.88%),2023-04-02,"192,012",16.53,20.82,27.06,21.49,-,20.70B
311,Baxter International Inc.,BAX,0.060077,40.32,-0.25,(-0.60%),2023-04-02,"4,620,145",-4.83,3.29,-,12.33,2.86%,19.89B
312,McCormick & Company Incorporated,MKC,0.059858,85.55,2.34,(2.81%),2023-04-02,"2,106,817",2.52,2.83,32.97,29.39,1.87%,21.81B
313,M&T Bank Corporation,MTB,0.059787,119.64,0.07,(0.05%),2023-04-02,"2,082,682",10.98,18.29,10.89,6.54,4.35%,19.65B
314,Hewlett Packard Enterprise Co.,HPE,0.059774,15.86,-0.07,(-0.44%),2023-04-02,"15,543,502",0.64,2.15,24.77,7.42,3.01%,20.70B
315,PPL Corporation,PPL,0.059523,27.05,-0.75,(-2.68%),2023-04-02,"4,419,756",0.97,1.71,28.68,16.29,3.45%,19.81B
316,Hologic Inc.,HOLX,0.059261,80.33,-0.38,(-0.46%),2023-04-02,"1,302,193",3.92,4.05,20.58,19.91,-,19.73B
317,Equity Residential,EQR,0.058869,62.95,2.95,(4.92%),2023-04-02,"2,367,579",2.07,1.74,29.01,34.44,4.42%,22.50B
318,Laboratory Corporation of America Holdings,LH,0.058702,229.75,0.33,(0.14%),2023-04-02,"606,671",13.84,19.00,16.58,12.07,1.26%,19.95B
319,Cardinal Health Inc.,CAH,0.058232,71.89,-3.61,(-4.79%),2023-04-02,"2,318,357",-4.65,6.34,-,11.91,2.63%,19.08B
320,Alexandria Real Estate Equities Inc.,ARE,0.057668,125.48,-0.11,(-0.09%),2023-04-02,"1,307,246",3.17,3.61,39.59,34.80,3.85%,21.05B
321,VeriSign Inc.,VRSN,0.056516,211.45,0.12,(0.05%),2023-04-02,"904,176",6.24,8.16,33.85,25.89,-,22.02B
322,Clorox Company,CLX,0.056337,158.23,-0.02,(-0.01%),2023-04-02,"1,052,664",3.51,5.38,45.07,29.42,2.98%,19.19B
323,Coterra Energy Inc.,CTRA,0.056147,24.4,-0.14,(-0.57%),2023-04-02,"7,829,915",5.08,3.11,4.83,7.90,10.19%,18.39B
324,Omnicom Group Inc,OMC,0.055767,95.1,0.76,(0.81%),2023-04-02,"1,674,074",6.37,7.73,14.80,12.20,2.97%,19.34B
325,Southwest Airlines Co.,LUV,0.055707,32.54,-0.01,(-0.02%),2023-04-02,"5,447,365",0.79,3.81,41.19,8.55,2.21%,19.33B
326,Darden Restaurants Inc.,DRI,0.055426,150.13,-5.03,(-3.24%),2023-04-02,"1,367,419",7.67,8.78,20.23,17.67,3.12%,18.63B
327,Skyworks Solutions Inc.,SWKS,0.05525,118.01,0.03,(0.03%),2023-04-02,"1,331,801",7.33,10.80,16.11,10.92,2.10%,18.99B
328,STERIS Plc,STE,0.055227,231.87,40.59,(21.22%),2023-04-02,"405,114",-0.29,8.78,-,21.78,0.98%,18.60B
329,Take-Two Interactive Software Inc.,TTWO,0.054591,119.44,0.14,(0.12%),2023-04-02,"1,436,157",-2.26,5.23,-,22.82,-,20.01B
330,CenterPoint Energy Inc.,CNP,0.054546,29.47,0.01,(0.02%),2023-04-02,"3,914,726",1.60,1.62,18.45,18.23,2.58%,17.89B
331,Xylem Inc.,XYL,0.05451,104.75,0.05,(0.05%),2023-04-02,"2,059,389",1.96,3.63,53.39,28.86,1.26%,18.61B
332,Steel Dynamics Inc.,STLD,0.054494,113.06,0.0,(0.00%),2023-04-02,"1,433,507",20.80,8.02,5.44,14.10,1.50%,19.24B
333,Nasdaq Inc.,NDAQ,0.053811,54.71,0.04,(0.07%),2023-04-02,"2,895,921",2.26,2.92,24.17,18.72,1.46%,26.44B
334,Las Vegas Sands Corp.,LVS,0.053607,57.35,-0.1,(-0.17%),2023-04-02,"4,272,895",-1.40,2.75,-,20.88,-,44.21B
335,Waters Corporation,WAT,0.053585,309.81,0.18,(0.06%),2023-04-02,"318,536",11.74,14.13,26.37,21.91,-,18.14B
336,Cooper Companies Inc.,COO,0.053554,372.15,-1.21,(-0.32%),2023-04-02,"374,599",7.55,14.40,49.43,25.93,0.02%,17.94B
337,Northern Trust Corporation,NTRS,0.053394,88.89,0.76,(0.86%),2023-04-02,"1,048,676",6.14,7.51,14.35,11.73,3.40%,18.26B
338,Fifth Third Bancorp,FITB,0.053267,26.66,0.02,(0.06%),2023-04-02,"7,367,230",3.35,3.99,7.95,6.68,4.95%,17.98B
339,Westinghouse Air Brake Technologies Corporation,WAB,0.053024,100.72,-0.34,(-0.34%),2023-04-02,"800,619",3.46,5.98,29.17,16.89,0.67%,18.22B
340,CMS Energy Corporation,CMS,0.052632,61.41,0.03,(0.05%),2023-04-02,"1,500,580",2.61,3.35,23.48,18.34,3.18%,17.15B
341,Ventas Inc.,VTR,0.052517,44.64,1.29,(2.99%),2023-04-02,"5,746,727",-0.12,0.09,-,476.37,4.15%,17.06B
342,Raymond James Financial Inc.,RJF,0.052485,101.81,8.54,(9.15%),2023-04-02,"1,313,084",7.18,10.63,12.98,8.78,1.80%,20.59B
343,Invitation Homes Inc.,INVH,0.052284,30.71,-0.52,(-1.68%),2023-04-02,"3,084,576",0.63,0.74,49.89,41.92,3.33%,18.60B
344,Conagra Brands Inc.,CAG,0.052261,38.59,1.03,(2.74%),2023-04-02,"4,441,018",1.42,2.81,26.54,13.35,3.51%,17.59B
345,Fair Isaac Corporation,FICO,0.05173,851.77,149.08,(21.22%),2023-04-02,"364,009",14.95,22.81,47.00,30.81,-,17.42B
346,Cincinnati Financial Corporation,CINF,0.051605,83.75,-28.3,(-25.28%),2023-04-02,"636,480",-2.97,5.99,-,18.72,2.68%,17.52B
347,Regions Financial Corporation,RF,0.050702,18.93,0.37,(1.97%),2023-04-02,"12,736,069",2.28,2.53,8.15,7.32,4.31%,17.01B
348,Mid-America Apartment Communities Inc.,MAA,0.050636,150.74,-0.31,(-0.20%),2023-04-02,"773,692",5.48,4.87,27.55,31.00,3.71%,17.20B
349,Broadridge Financial Solutions Inc.,BR,0.05034,146.74,0.17,(0.12%),2023-04-02,"578,550",4.49,7.53,32.64,19.46,1.98%,16.91B
350,Kellogg Company,K,0.050311,67.93,0.97,(1.45%),2023-04-02,"1,933,072",2.81,4.25,23.86,15.76,3.52%,22.64B
351,Expeditors International of Washington Inc.,EXPD,0.050234,110.19,0.07,(0.06%),2023-04-02,"1,576,071",8.23,5.15,13.37,21.39,1.22%,17.02B
352,IDEX Corporation,IEX,0.050194,280.82,49.79,(21.55%),2023-04-02,"298,644",7.72,9.17,29.91,25.19,1.04%,17.33B
353,Ball Corporation,BALL,0.050119,53.48,-1.63,(-2.96%),2023-04-02,"1,101,888",2.23,3.56,24.71,15.49,1.45%,17.18B
354,Tyson Foods Inc. Class A,TSN,0.050042,58.7,-0.62,(-1.05%),2023-04-02,"2,782,646",6.73,5.47,8.81,10.84,3.24%,20.73B
355,Principal Financial Group Inc.,PFG,0.049737,74.44,0.12,(0.15%),2023-04-02,"2,445,757",18.82,7.54,3.95,9.86,3.44%,17.98B
356,J.M. Smucker Company,SJM,0.049676,158.06,0.69,(0.44%),2023-04-02,"994,539",6.66,9.47,23.65,16.62,2.59%,16.39B
357,Teradyne Inc.,TER,0.049577,108.58,1.07,(1.00%),2023-04-02,"1,598,239",4.22,5.20,25.48,20.68,0.41%,16.98B
358,EPAM Systems Inc.,EPAM,0.049504,304.62,5.62,(1.88%),2023-04-02,"355,077",7.08,14.02,42.24,21.33,-,17.61B
359,Amcor PLC,AMCR,0.049233,11.36,-0.03,(-0.22%),2023-04-02,"6,976,862",0.71,0.82,15.98,13.95,4.31%,16.77B
360,PerkinElmer Inc.,PKI,0.048866,133.33,0.07,(0.05%),2023-04-02,"679,168",4.05,6.17,32.89,21.61,0.21%,16.52B
361,SolarEdge Technologies Inc.,SEDG,0.048864,305.01,1.06,(0.35%),2023-04-02,"831,564",1.66,11.57,183.21,26.26,-,17.49B
362,NVR Inc.,NVR,0.048119,5275.0,-297.0,(-5.33%),2023-04-02,"21,579",492.33,363.32,11.32,15.34,-,17.89B
363,Targa Resources Corp.,TRGP,0.047521,73.45,0.5,(0.69%),2023-04-02,"2,256,252",3.89,6.65,18.77,10.97,1.92%,16.37B
