#,Company,Symbol,Weight,Price,Chg,% Chg,date,Volume,EPS (Trailing),EPS (Forward),P/E (Trailing),P/E (Forward),Dividend Yield,Market Cap
366,Atmos Energy Corporation,ATO,0.046423,113.84,2.69,(2.42%),2023-04-05,"259,769",5.65,6.41,19.67,17.35,2.66%,15.85B
367,AES Corporation,AES,0.046416,24.12,0.3,(1.25%),2023-04-05,"1,012,786",-1.19,1.93,-,12.35,2.79%,15.60B
368,Zebra Technologies Corporation Class A,ZBRA,0.04638,299.96,-8.75,(-2.83%),2023-04-05,"64,088",8.79,19.48,35.10,15.85,-,15.43B
369,Molina Healthcare Inc.,MOH,0.046046,281.83,8.94,(3.27%),2023-04-05,"192,180",13.54,22.99,20.15,11.87,-,15.81B
370,Mosaic Company,MOS,0.045797,45.43,-0.76,(-1.65%),2023-04-05,"1,454,943",9.99,5.72,4.62,8.07,1.73%,15.33B
371,FactSet Research Systems Inc.,FDS,0.045727,405.36,-4.41,(-1.08%),2023-04-05,"67,793",11.49,16.41,35.65,24.97,0.87%,15.51B
372,Huntington Bancshares Incorporated,HBAN,0.045724,10.85,-0.13,(-1.19%),2023-04-05,"5,304,494",1.45,1.51,7.57,7.25,5.65%,15.83B
373,Best Buy Co. Inc.,BBY,0.045604,76.01,-1.83,(-2.35%),2023-04-05,"944,711",6.30,7.05,12.36,11.05,4.73%,16.33B
374,Howmet Aerospace Inc.,HWM,0.045151,41.93,-0.19,(-0.45%),2023-04-05,"1,327,580",1.11,2.02,38.01,20.90,0.38%,17.19B
375,Garmin Ltd.,GRMN,0.044819,98.21,-1.87,(-1.87%),2023-04-05,"143,888",5.04,5.80,19.84,17.24,2.92%,18.75B
376,Iron Mountain Inc.,IRM,0.044602,52.31,-0.28,(-0.53%),2023-04-05,"313,409",1.91,1.87,27.61,28.08,4.70%,14.97B
377,FMC Corporation,FMC,0.044453,120.47,-1.12,(-0.92%),2023-04-05,"210,548",6.57,8.86,18.50,13.72,1.91%,15.09B
378,FLEETCOR Technologies Inc.,FLT,0.044418,205.23,-1.55,(-0.75%),2023-04-05,"117,542",12.42,19.71,16.64,10.49,-,14.82B
379,Tyler Technologies Inc.,TYL,0.043555,347.19,-12.0,(-3.35%),2023-04-05,"59,528",3.88,8.64,92.68,41.59,-,14.58B
380,Lamb Weston Holdings Inc.,LW,0.043168,104.4,0.82,(0.79%),2023-04-05,"626,711",3.27,4.43,31.68,23.37,1.08%,14.67B
381,MarketAxess Holdings Inc.,MKTX,0.042854,345.13,-47.2,(-12.02%),2023-04-05,"540,783",6.65,8.87,59.02,44.21,0.73%,14.62B
382,Jacobs Solutions Inc.,J,0.042515,112.8,-0.75,(-0.66%),2023-04-05,"93,306",5.02,8.20,22.60,13.84,0.92%,14.22B
383,Textron Inc.,TXT,0.04242,67.8,-1.28,(-1.86%),2023-04-05,"461,406",4.01,5.69,17.21,12.14,0.12%,14.11B
384,Interpublic Group of Companies Inc.,IPG,0.042362,36.7,-0.73,(-1.94%),2023-04-05,"1,885,156",2.38,3.05,15.75,12.26,3.31%,14.11B
385,Avery Dennison Corporation,AVY,0.041804,176.11,0.74,(0.42%),2023-04-05,"118,166",9.21,10.58,19.04,16.58,1.71%,13.85B
386,Citizens Financial Group Inc.,CFG,0.041643,28.5,-0.67,(-2.28%),2023-04-05,"3,243,280",4.09,5.05,7.13,5.78,5.76%,14.31B
387,CF Industries Holdings Inc.,CF,0.041638,71.52,-1.35,(-1.85%),2023-04-05,"850,514",16.32,8.28,4.46,8.80,2.20%,14.16B
388,Cboe Global Markets Inc,CBOE,0.041461,135.54,0.3,(0.22%),2023-04-05,"145,425",2.18,7.50,61.95,18.02,1.48%,14.09B
389,Paycom Software Inc.,PAYC,0.041448,282.54,-10.2,(-3.50%),2023-04-05,"113,223",4.84,9.23,60.48,31.73,-,17.21B
390,Bunge Limited,BG,0.0414,92.22,-2.29,(-2.43%),2023-04-05,"525,805",10.52,11.04,8.98,8.56,2.65%,14.14B
391,J.B. Hunt Transport Services Inc.,JBHT,0.041378,168.8,-2.34,(-1.37%),2023-04-05,"192,249",9.21,10.15,18.59,16.87,0.98%,17.18B
392,LKQ Corporation,LKQ,0.041203,54.59,-1.15,(-2.06%),2023-04-05,"197,941",4.09,4.38,13.63,12.73,1.97%,14.59B
393,Everest Re Group Ltd.,RE,0.041098,362.41,3.85,(1.07%),2023-04-05,"59,855",14.79,54.69,24.24,6.56,1.84%,13.97B
394,MGM Resorts International,MGM,0.040867,42.95,-1.08,(-2.45%),2023-04-05,"1,120,449",3.38,1.18,13.01,37.22,0.02%,16.02B
395,Evergy Inc.,EVRG,0.040659,62.45,1.73,(2.85%),2023-04-05,"388,423",3.27,3.97,18.59,15.29,4.03%,13.79B
396,Expedia Group Inc.,EXPE,0.04065,90.51,-3.26,(-3.47%),2023-04-05,"853,240",2.13,11.48,43.98,8.17,-,14.25B
397,Royal Caribbean Group,RCL,0.040546,62.31,-1.49,(-2.34%),2023-04-05,"1,121,208",-8.46,6.01,-,10.62,-,16.15B
398,United Airlines Holdings Inc.,UAL,0.040497,41.41,-1.13,(-2.67%),2023-04-05,"3,856,752",2.08,10.16,20.41,4.18,-,13.74B
399,Etsy Inc.,ETSY,0.040031,106.0,-3.64,(-3.32%),2023-04-05,"1,118,959",-5.62,3.28,-,33.42,-,13.35B
400,NetApp Inc.,NTAP,0.040003,62.14,-1.05,(-1.66%),2023-04-05,"791,293",5.79,5.64,10.91,11.21,3.17%,13.25B
401,Brown & Brown Inc.,BRO,0.039629,58.53,0.74,(1.28%),2023-04-05,"253,408",2.37,2.71,24.43,21.29,0.80%,16.20B
402,PTC Inc.,PTC,0.039621,126.71,-0.89,(-0.70%),2023-04-05,"206,919",2.89,5.25,44.14,24.29,-,14.79B
403,Incyte Corporation,INCY,0.039296,73.81,1.16,(1.60%),2023-04-05,"404,493",1.52,4.97,47.73,14.61,-,15.92B
404,PulteGroup Inc.,PHM,0.039222,58.29,-0.14,(-0.23%),2023-04-05,"569,807",11.20,7.08,5.22,8.26,1.10%,12.77B
405,Essex Property Trust Inc.,ESS,0.038907,209.5,1.22,(0.58%),2023-04-05,"84,159",6.28,5.96,33.15,34.94,4.44%,13.11B
406,Alliant Energy Corp,LNT,0.038768,54.48,1.54,(2.91%),2023-04-05,"584,865",2.73,3.21,19.41,16.48,3.42%,13.17B
407,Packaging Corporation of America,PKG,0.037976,138.99,0.06,(0.04%),2023-04-05,"171,748",11.01,9.20,12.62,15.10,3.60%,12.37B
408,Pool Corporation,POOL,0.037239,320.91,-6.58,(-2.01%),2023-04-05,"207,147",18.76,17.97,17.46,18.23,1.22%,12.53B
409,International Paper Company,IP,0.037127,35.22,-0.14,(-0.40%),2023-04-05,"708,710",4.74,2.89,7.46,12.24,5.23%,12.07B
410,Seagate Technology Holdings PLC,STX,0.037014,64.11,-1.23,(-1.88%),2023-04-05,"464,803",2.80,4.93,23.31,13.24,4.29%,13.26B
411,W. R. Berkley Corporation,WRB,0.036952,62.8,0.39,(0.62%),2023-04-05,"264,608",4.95,5.72,12.62,10.91,0.64%,16.37B
412,Synchrony Financial,SYF,0.036884,28.09,-0.84,(-2.90%),2023-04-05,"2,230,883",6.11,5.36,4.73,5.39,3.18%,12.41B
413,Snap-on Incorporated,SNA,0.036721,230.86,-5.88,(-2.48%),2023-04-05,"115,520",16.82,17.73,14.07,13.35,2.74%,12.32B
414,Trimble Inc.,TRMB,0.036408,49.39,-0.96,(-1.90%),2023-04-05,"216,323",1.80,2.92,28.03,17.22,-,12.17B
415,UDR Inc.,UDR,0.036345,40.72,-0.06,(-0.16%),2023-04-05,"592,024",0.25,0.64,160.55,64.22,4.12%,13.04B
416,Leidos Holdings Inc.,LDOS,0.03626,91.61,0.02,(0.02%),2023-04-05,"237,557",4.95,7.42,18.52,12.35,1.57%,12.49B
417,APA Corporation,APA,0.036118,37.46,-0.64,(-1.68%),2023-04-05,"2,092,108",10.83,7.26,3.52,5.25,2.62%,11.62B
418,Akamai Technologies Inc.,AKAM,0.035746,77.01,-0.56,(-0.72%),2023-04-05,"238,897",3.27,6.02,23.72,12.89,-,11.85B
419,Teleflex Incorporated,TFX,0.035043,260.6,4.51,(1.76%),2023-04-05,"68,797",7.67,14.51,33.38,17.65,0.53%,11.82B
420,Healthpeak Properties Inc.,PEAK,0.034582,21.63,-0.05,(-0.23%),2023-04-05,"1,374,690",0.91,0.49,23.90,44.52,5.54%,11.71B
421,Kimco Realty Corporation,KIM,0.034408,19.16,-0.18,(-0.95%),2023-04-05,"986,416",0.16,0.71,121.64,27.28,4.76%,11.55B
422,EQT Corporation,EQT,0.034403,31.96,-0.52,(-1.61%),2023-04-05,"1,743,822",3.29,5.37,9.88,6.05,1.85%,11.48B
423,Hormel Foods Corporation,HRL,0.034349,40.96,0.06,(0.15%),2023-04-05,"662,203",1.78,1.86,23.00,21.93,2.69%,21.99B
424,Domino's Pizza Inc.,DPZ,0.034255,328.6,-0.37,(-0.11%),2023-04-05,"224,341",12.56,14.84,26.20,22.17,1.47%,11.57B
425,Wynn Resorts Limited,WYNN,0.034163,108.59,-3.51,(-3.13%),2023-04-05,"759,140",-3.71,4.09,-,27.39,-,12.41B
426,Bio-Techne Corporation,TECH,0.03386,74.39,0.59,(0.80%),2023-04-05,"175,816",1.61,2.37,45.90,31.21,0.43%,11.33B
427,Viatris Inc.,VTRS,0.033715,9.64,0.11,(1.10%),2023-04-05,"6,704,185",1.71,2.90,5.59,3.28,5.04%,11.33B
428,Host Hotels & Resorts Inc.,HST,0.033709,16.03,-0.13,(-0.82%),2023-04-05,"1,282,572",0.88,0.86,18.30,18.75,2.97%,11.04B
429,Nordson Corporation,NDSN,0.033611,210.8,-3.85,(-1.80%),2023-04-05,"50,651",8.58,9.76,25.03,22.00,1.21%,12.10B
430,Western Digital Corporation,WDC,0.03348,34.78,-1.16,(-3.24%),2023-04-05,"2,399,733",-0.29,1.26,-,28.43,-,11.36B
431,Camden Property Trust,CPT,0.033279,103.8,0.22,(0.21%),2023-04-05,"168,540",6.04,1.80,17.16,57.51,3.86%,10.88B
432,Stanley Black & Decker Inc.,SWK,0.033046,74.41,-2.72,(-3.53%),2023-04-05,"697,427",0.97,5.15,79.27,14.97,4.15%,11.39B
433,Brown-Forman Corporation Class B,BF.B,0.033022,63.07,0.17,(0.27%),2023-04-05,"327,436",1.51,2.03,41.57,30.95,1.31%,29.97B
434,BorgWarner Inc.,BWA,0.032837,46.36,-1.07,(-2.25%),2023-04-05,"578,711",3.99,5.72,11.89,8.30,1.43%,10.89B
435,Catalent Inc,CTLT,0.032705,62.0,-0.26,(-0.41%),2023-04-05,"365,013",2.26,3.52,27.54,17.68,-,11.03B
436,NiSource Inc,NI,0.03258,28.45,0.69,(2.47%),2023-04-05,"1,096,652",1.70,1.67,16.37,16.63,3.60%,11.40B
437,Henry Schein Inc.,HSIC,0.032567,83.07,0.58,(0.70%),2023-04-05,"206,175",3.89,5.81,21.19,14.21,-,10.64B
438,C.H. Robinson Worldwide Inc.,CHRW,0.032453,93.97,-0.7,(-0.74%),2023-04-05,"366,704",7.29,5.15,12.98,18.37,2.58%,10.73B
439,Campbell Soup Company,CPB,0.032296,55.65,0.67,(1.22%),2023-04-05,"826,024",2.70,3.14,20.36,17.50,2.69%,16.29B
440,Ceridian HCM Holding Inc.,CDAY,0.032213,69.75,-2.76,(-3.81%),2023-04-05,"336,366",-0.48,1.62,-,44.81,-,10.61B
441,KeyCorp,KEY,0.031938,11.42,-0.32,(-2.69%),2023-04-05,"12,913,851",1.92,2.12,6.10,5.52,6.99%,10.73B
442,Juniper Networks Inc.,JNPR,0.031901,34.03,-0.11,(-0.31%),2023-04-05,"781,428",1.43,2.58,23.87,13.21,2.58%,10.94B
443,Loews Corporation,L,0.031819,55.99,-0.22,(-0.39%),2023-04-05,"166,099",4.16,-,13.51,-,0.44%,13.05B
444,Masco Corporation,MAS,0.031774,47.5,-1.04,(-2.14%),2023-04-05,"768,182",3.62,3.71,13.40,13.10,2.35%,10.65B
445,Paramount Global Class B,PARA,0.031663,20.93,-0.68,(-3.15%),2023-04-05,"3,849,953",1.03,1.71,21.06,12.67,4.44%,13.84B
446,Jack Henry & Associates Inc.,JKHY,0.031584,147.78,-1.03,(-0.70%),2023-04-05,"128,357",4.82,5.33,30.86,27.92,1.40%,10.66B
447,Celanese Corporation,CE,0.030741,105.23,-1.02,(-0.96%),2023-04-05,"244,893",17.42,14.50,6.10,7.33,2.64%,11.50B
448,Match Group Inc.,MTCH,0.030202,35.61,-1.43,(-3.85%),2023-04-05,"1,794,418",1.24,2.57,29.86,14.41,-,10.13B
449,Fox Corporation Class A,FOXA,0.030152,33.5,-0.38,(-1.11%),2023-04-05,"866,535",2.72,3.23,12.47,10.48,1.48%,17.33B
450,Caesars Entertainment Inc,CZR,0.030118,45.5,-3.34,(-6.83%),2023-04-05,"1,342,523",-2.40,2.35,-,20.77,-,10.09B
451,CarMax Inc.,KMX,0.02975,61.42,-2.08,(-3.28%),2023-04-05,"768,555",3.56,2.92,17.85,21.78,-,9.54B
452,Tapestry Inc.,TPR,0.029588,40.71,-1.45,(-3.44%),2023-04-05,"1,041,033",3.36,4.18,12.56,10.08,2.85%,9.71B
453,Charles River Laboratories International Inc.,CRL,0.029373,196.12,-1.77,(-0.89%),2023-04-05,"76,570",9.47,12.22,20.89,16.20,-,9.90B
454,Qorvo Inc.,QRVO,0.02916,94.72,-2.53,(-2.61%),2023-04-05,"372,817",4.26,4.38,22.83,22.18,-,9.65B
455,Carnival Corporation,CCL,0.028797,9.65,-0.2,(-2.06%),2023-04-05,"12,152,177",-4.08,0.78,-,12.68,-,12.28B
456,Eastman Chemical Company,EMN,0.028687,81.62,-0.48,(-0.59%),2023-04-05,"240,729",6.29,8.85,13.05,9.28,3.85%,9.61B
457,Live Nation Entertainment Inc.,LYV,0.028603,68.66,-0.74,(-1.06%),2023-04-05,"479,671",0.54,1.27,129.70,54.51,-,15.89B
458,Bio-Rad Laboratories Inc. Class A,BIO,0.028562,465.48,3.16,(0.68%),2023-04-05,"23,119",-121.14,18.11,-,25.52,-,13.44B
459,Gen Digital Inc.,GEN,0.028525,17.17,0.11,(0.63%),2023-04-05,"878,057",0.90,2.04,18.87,8.35,2.93%,10.66B
460,Molson Coors Beverage Company Class B,TAP,0.028311,52.26,0.32,(0.62%),2023-04-05,"391,547",-0.82,4.31,-,12.04,3.16%,10.57B
461,Globe Life Inc.,GL,0.028208,108.01,0.61,(0.57%),2023-04-05,"137,227",7.48,11.23,14.37,9.56,0.84%,10.33B
462,Regency Centers Corporation,REG,0.027348,60.37,-0.5,(-0.82%),2023-04-05,"128,163",2.81,2.15,21.65,28.34,4.27%,10.14B
463,American Airlines Group Inc.,AAL,0.026877,13.81,-0.35,(-2.46%),2023-04-05,"8,588,239",0.11,2.94,128.73,4.81,-,9.05B
464,Allegion Public Limited Company,ALLE,0.025788,98.22,-1.75,(-1.75%),2023-04-05,"346,331",5.19,6.90,19.26,14.49,1.80%,8.65B
465,Pinnacle West Capital Corporation,PNW,0.025669,80.42,1.74,(2.21%),2023-04-05,"257,111",3.94,4.71,19.95,16.72,4.40%,8.89B
466,Pentair plc,PNR,0.025642,52.1,-1.71,(-3.17%),2023-04-05,"364,051",2.92,3.99,18.44,13.48,1.64%,8.63B
467,Rollins Inc.,ROL,0.025293,38.58,1.06,(2.84%),2023-04-05,"553,741",0.75,0.94,50.09,40.09,1.39%,18.33B
468,F5 Inc.,FFIV,0.025198,146.5,0.46,(0.31%),2023-04-05,"168,144",4.97,13.23,29.40,11.04,-,7.91B
469,Robert Half International Inc.,RHI,0.024764,75.05,-2.43,(-3.14%),2023-04-05,"223,372",6.02,5.67,12.86,13.67,2.48%,8.07B
470,A. O. Smith Corporation,AOS,0.02452,64.61,-1.22,(-1.85%),2023-04-05,"369,474",1.48,3.59,44.42,18.32,1.82%,9.76B
471,DENTSPLY SIRONA Inc.,XRAY,0.024484,39.2,0.23,(0.60%),2023-04-05,"523,140",-4.42,2.23,-,17.44,1.44%,8.24B
472,Bath & Body Works Inc.,BBWI,0.024188,35.36,-1.19,(-3.26%),2023-04-05,"596,354",3.42,3.57,10.67,10.23,2.19%,8.29B
473,Huntington Ingalls Industries Inc.,HII,0.024034,208.06,-0.27,(-0.13%),2023-04-05,"70,059",14.45,16.71,14.42,12.47,2.38%,8.32B
474,Universal Health Services Inc. Class B,UHS,0.023981,127.42,-0.94,(-0.73%),2023-04-05,"120,358",9.15,11.28,14.02,11.38,0.62%,8.92B
475,NRG Energy Inc.,NRG,0.022919,33.82,0.27,(0.80%),2023-04-05,"558,215",4.86,5.71,6.90,5.88,4.50%,7.60B
476,Franklin Resources Inc.,BEN,0.02219,26.51,-0.16,(-0.60%),2023-04-05,"1,036,489",1.97,2.67,13.57,10.00,4.50%,13.01B
477,WestRock Company,WRK,0.022119,29.77,-0.24,(-0.78%),2023-04-05,"411,987",3.14,3.15,9.56,9.53,3.67%,7.48B
478,Boston Properties Inc.,BXP,0.021563,52.06,-0.77,(-1.46%),2023-04-05,"521,150",5.40,2.45,9.79,21.56,7.42%,8.16B
479,V.F. Corporation,VFC,0.021501,21.54,-0.77,(-3.43%),2023-04-05,"1,805,015",1.06,2.21,20.95,10.12,5.38%,8.41B
480,Advance Auto Parts Inc.,AAP,0.021334,120.08,-1.26,(-1.04%),2023-04-05,"309,059",8.26,11.48,14.68,10.57,4.94%,7.01B
481,Federal Realty Investment Trust,FRT,0.020982,98.02,-0.52,(-0.52%),2023-04-05,"82,242",4.62,2.66,21.31,37.01,4.38%,7.76B
482,Invesco Ltd.,IVZ,0.020854,15.68,-0.12,(-0.78%),2023-04-05,"1,149,097",1.49,1.92,10.61,8.22,4.75%,7.06B
483,Whirlpool Corporation,WHR,0.020623,129.16,-1.29,(-0.99%),2023-04-05,"230,295",-28.02,18.20,-,7.17,5.37%,6.93B
484,Sealed Air Corporation,SEE,0.019742,46.6,0.82,(1.79%),2023-04-05,"510,805",3.33,4.22,13.75,10.84,1.75%,6.37B
485,News Corporation Class A,NWSA,0.019615,17.13,-0.19,(-1.11%),2023-04-05,"577,039",0.51,0.71,33.96,24.33,1.15%,9.82B
486,Hasbro Inc.,HAS,0.019369,51.68,-0.69,(-1.32%),2023-04-05,"329,093",1.46,4.97,35.92,10.54,5.35%,7.06B
487,Generac Holdings Inc.,GNRC,0.018465,99.41,-2.39,(-2.35%),2023-04-05,"652,340",5.41,8.20,18.80,12.42,-,6.53B
488,Assurant Inc.,AIZ,0.018179,118.12,0.58,(0.49%),2023-04-05,"107,498",5.04,13.59,23.31,8.65,2.38%,6.15B
489,Organon & Co.,OGN,0.016906,23.48,0.4,(1.75%),2023-04-05,"531,985",3.59,4.72,6.42,4.88,4.85%,5.76B
490,DXC Technology Co.,DXC,0.016593,24.7,-0.18,(-0.71%),2023-04-05,"443,585",2.94,4.00,8.48,6.22,-,5.55B
491,Norwegian Cruise Line Holdings Ltd.,NCLH,0.015924,12.88,-0.36,(-2.72%),2023-04-05,"4,863,364",-5.42,1.57,-,8.45,-,5.51B
492,Comerica Incorporated,CMA,0.015294,38.48,-1.55,(-3.87%),2023-04-05,"1,898,925",8.47,9.59,4.73,4.17,7.09%,5.34B
493,Alaska Air Group Inc.,ALK,0.015089,41.41,-0.56,(-1.34%),2023-04-05,"613,694",0.44,6.88,96.04,6.10,-,5.22B
494,Mohawk Industries Inc.,MHK,0.014233,92.86,-2.68,(-2.80%),2023-04-05,"163,019",0.29,11.14,334.06,8.57,-,5.84B
495,Ralph Lauren Corporation Class A,RL,0.013824,113.99,-1.55,(-1.34%),2023-04-05,"340,859",7.45,9.22,15.51,12.53,2.60%,7.47B
496,Newell Brands Inc,NWL,0.013335,11.9,-0.28,(-2.30%),2023-04-05,"901,007",0.47,1.37,25.81,8.90,7.55%,4.88B
497,DaVita Inc.,DVA,0.013189,82.22,0.64,(0.79%),2023-04-05,"126,517",5.64,7.06,14.47,11.55,-,7.22B
498,Fox Corporation Class B,FOX,0.012645,30.77,-0.4,(-1.27%),2023-04-05,"178,166",2.79,2.35,11.17,13.26,1.60%,17.55B
499,Zions Bancorporation N.A.,ZION,0.012125,27.36,-0.35,(-1.26%),2023-04-05,"3,105,638",5.79,6.36,4.79,4.36,5.92%,4.15B
500,Lincoln National Corp,LNC,0.009708,20.65,-0.94,(-4.35%),2023-04-05,"1,566,321",-13.17,9.51,-,2.27,8.34%,3.55B
501,First Republic Bank,FRC,0.00731,13.29,-0.5,(-3.64%),2023-04-05,"15,924,734",8.25,5.23,1.67,2.64,7.83%,2.47B
502,News Corporation Class B,NWS,0.006206,17.3,-0.16,(-0.93%),2023-04-05,"149,508",0.52,-,33.58,-,1.15%,9.99B
503,DISH Network Corporation Class A,DISH,0.006195,8.4,-0.25,(-2.92%),2023-04-05,"2,259,402",3.62,0.68,2.39,12.74,-,4.44B
