#,Company,Symbol,Weight,Price,Chg,% Chg,date,Volume,EPS (Trailing),EPS (Forward),P/E (Trailing),P/E (Forward),Dividend Yield,Market Cap
364,Marathon Oil Corporation,MRO,0.047652,25.55,-0.16,(-0.60%),2023-04-06,"7,869,749",5.19,4.31,4.95,5.96,1.56%,16.01B
365,EPAM Systems Inc.,EPAM,0.047162,287.85,5.32,(1.88%),2023-04-06,"363,340",7.08,14.02,39.91,20.16,-,16.01B
366,AES Corporation,AES,0.047079,24.16,0.06,(0.23%),2023-04-06,"4,738,909",-1.19,1.93,-,12.49,2.76%,15.78B
367,Teradyne Inc.,TER,0.046191,101.14,-0.09,(-0.09%),2023-04-06,"1,216,753",4.22,5.20,23.99,19.47,0.43%,15.81B
368,Huntington Bancshares Incorporated,HBAN,0.046089,11.22,0.18,(1.63%),2023-04-06,"14,405,334",1.45,1.51,7.61,7.29,5.62%,15.92B
369,Mosaic Company,MOS,0.046011,43.44,-2.85,(-6.16%),2023-04-06,"6,379,342",9.99,5.72,4.63,8.09,1.73%,15.37B
370,SolarEdge Technologies Inc.,SEDG,0.045596,279.77,0.87,(0.31%),2023-04-06,"624,009",1.66,11.49,168.11,24.28,-,15.25B
371,Howmet Aerospace Inc.,HWM,0.045253,41.54,-0.57,(-1.35%),2023-04-06,"2,736,364",1.11,2.02,38.01,20.90,0.38%,17.19B
372,Zebra Technologies Corporation Class A,ZBRA,0.045207,298.82,-1.33,(-0.44%),2023-04-06,"184,331",8.79,19.48,34.13,15.41,-,15.00B
373,FactSet Research Systems Inc.,FDS,0.044977,404.33,2.29,(0.57%),2023-04-06,"205,111",11.49,16.41,34.98,24.50,0.89%,15.22B
374,Best Buy Co. Inc.,BBY,0.044801,75.06,-1.22,(-1.60%),2023-04-06,"1,791,200",6.30,7.05,12.11,10.83,4.82%,16.01B
375,FLEETCOR Technologies Inc.,FLT,0.044678,207.54,0.07,(0.04%),2023-04-06,"267,025",12.42,19.71,16.70,10.52,-,14.87B
376,FMC Corporation,FMC,0.044671,118.77,-3.11,(-2.55%),2023-04-06,"1,595,865",6.57,8.86,18.55,13.75,1.90%,15.12B
377,Garmin Ltd.,GRMN,0.044087,98.16,-0.04,(-0.04%),2023-04-06,"562,273",5.04,5.80,19.46,16.92,2.97%,18.40B
378,Iron Mountain Inc.,IRM,0.043855,52.57,0.99,(1.92%),2023-04-06,"1,154,215",1.91,1.87,27.08,27.54,4.80%,14.69B
379,Lamb Weston Holdings Inc.,LW,0.043523,105.64,1.47,(1.41%),2023-04-06,"3,981,287",3.27,4.43,31.86,23.50,1.08%,14.75B
380,Evergy Inc.,EVRG,0.042392,63.45,0.3,(0.47%),2023-04-06,"2,094,955",3.27,3.97,19.34,15.90,3.88%,14.34B
381,Tyler Technologies Inc.,TYL,0.042266,352.77,5.05,(1.45%),2023-04-06,"170,941",3.88,8.64,89.71,40.26,-,14.11B
382,Avery Dennison Corporation,AVY,0.042247,177.25,0.46,(0.26%),2023-04-06,"497,484",9.21,10.58,19.19,16.72,1.70%,13.96B
383,Jacobs Solutions Inc.,J,0.042193,112.44,0.04,(0.03%),2023-04-06,"467,635",5.02,8.20,22.38,13.70,0.93%,14.08B
384,Interpublic Group of Companies Inc.,IPG,0.042015,36.94,-0.09,(-0.23%),2023-04-06,"4,352,998",2.38,3.05,15.59,12.13,3.35%,13.96B
385,CF Industries Holdings Inc.,CF,0.041908,71.66,-1.5,(-2.06%),2023-04-06,"2,295,787",16.32,8.28,4.48,8.83,2.19%,14.22B
386,Textron Inc.,TXT,0.041793,68.1,0.21,(0.31%),2023-04-06,"1,563,064",4.01,5.69,16.91,11.93,0.12%,13.87B
387,Everest Re Group Ltd.,RE,0.041711,358.18,-4.82,(-1.33%),2023-04-06,"252,222",14.79,54.69,24.54,6.64,1.82%,14.14B
388,Cboe Global Markets Inc,CBOE,0.041681,136.39,0.77,(0.56%),2023-04-06,"538,257",2.18,7.50,62.13,18.07,1.47%,14.13B
389,J.B. Hunt Transport Services Inc.,JBHT,0.041268,171.23,0.97,(0.57%),2023-04-06,"562,741",9.21,10.15,18.49,16.78,0.99%,17.09B
390,Citizens Financial Group Inc.,CFG,0.04096,29.23,0.61,(2.11%),2023-04-06,"5,573,602",4.09,5.05,6.99,5.67,5.87%,14.04B
391,Paycom Software Inc.,PAYC,0.040532,289.01,3.41,(1.19%),2023-04-06,"515,366",4.84,9.23,59.00,30.95,-,16.78B
392,Bunge Limited,BG,0.040506,93.04,0.8,(0.87%),2023-04-06,"1,528,408",10.52,11.04,8.77,8.35,2.71%,13.80B
393,Brown & Brown Inc.,BRO,0.040449,59.51,0.67,(1.13%),2023-04-06,"799,120",2.37,2.71,24.87,21.67,0.78%,16.49B
394,Alliant Energy Corp,LNT,0.040245,55.65,0.83,(1.50%),2023-04-06,"1,445,151",2.73,3.21,20.10,17.07,3.30%,13.64B
395,LKQ Corporation,LKQ,0.040216,54.4,0.13,(0.24%),2023-04-06,"989,564",4.09,4.38,13.27,12.40,2.03%,14.21B
396,MGM Resorts International,MGM,0.040178,42.89,-0.29,(-0.66%),2023-04-06,"3,726,754",3.38,1.18,12.76,36.50,0.02%,15.71B
397,United Airlines Holdings Inc.,UAL,0.040112,42.6,0.57,(1.36%),2023-04-06,"6,297,591",2.08,10.16,20.17,4.13,-,13.58B
398,Incyte Corporation,INCY,0.040007,75.52,1.74,(2.35%),2023-04-06,"1,632,621",1.52,4.97,48.48,14.83,-,16.17B
399,NetApp Inc.,NTAP,0.039861,63.0,0.19,(0.30%),2023-04-06,"2,875,815",5.79,5.64,10.84,11.14,3.18%,13.17B
400,Expedia Group Inc.,EXPE,0.03976,92.24,0.75,(0.82%),2023-04-06,"1,594,436",2.13,11.48,42.91,7.97,-,13.90B
401,Royal Caribbean Group,RCL,0.039494,60.99,-1.01,(-1.62%),2023-04-06,"3,082,923",-8.46,6.01,-,10.32,-,15.69B
402,PulteGroup Inc.,PHM,0.039461,57.9,-0.73,(-1.25%),2023-04-06,"2,150,735",11.20,7.08,5.23,8.29,1.09%,12.81B
403,PTC Inc.,PTC,0.039265,125.25,-0.89,(-0.70%),2023-04-06,"528,987",2.89,5.25,43.63,24.01,-,14.62B
404,Essex Property Trust Inc.,ESS,0.039222,210.7,1.26,(0.60%),2023-04-06,"382,144",6.28,5.96,33.33,35.14,4.41%,13.18B
405,Etsy Inc.,ETSY,0.038532,103.75,-1.52,(-1.44%),2023-04-06,"3,120,202",-5.62,3.28,-,32.08,-,12.82B
406,Packaging Corporation of America,PKG,0.03847,141.01,0.62,(0.44%),2023-04-06,"703,391",11.01,9.20,12.75,15.25,3.56%,12.50B
407,International Paper Company,IP,0.037335,35.6,0.13,(0.37%),2023-04-06,"2,690,937",4.74,2.89,7.49,12.28,5.22%,12.11B
408,W. R. Berkley Corporation,WRB,0.037187,64.41,1.76,(2.81%),2023-04-06,"1,311,062",4.95,5.72,12.67,10.96,0.64%,16.44B
409,MarketAxess Holdings Inc.,MKTX,0.036987,343.36,5.62,(1.67%),2023-04-06,"477,179",6.65,8.87,50.81,38.06,0.85%,12.59B
410,Seagate Technology Holdings PLC,STX,0.036834,64.41,-0.46,(-0.70%),2023-04-06,"1,023,739",2.80,4.93,23.14,13.14,4.32%,13.16B
411,Pool Corporation,POOL,0.036687,288.0,-33.8,(-10.51%),2023-04-06,"443,085",18.76,17.97,17.16,17.91,1.24%,12.32B
412,Synchrony Financial,SYF,0.036427,28.96,0.46,(1.61%),2023-04-06,"5,320,326",6.11,5.36,4.66,5.31,3.23%,12.23B
413,Leidos Holdings Inc.,LDOS,0.036319,91.08,-0.43,(-0.47%),2023-04-06,"824,779",4.95,7.42,18.50,12.34,1.57%,12.48B
414,UDR Inc.,UDR,0.03624,40.67,0.11,(0.28%),2023-04-06,"1,732,394",0.25,0.64,159.69,63.87,4.14%,12.97B
415,APA Corporation,APA,0.036103,38.26,0.27,(0.70%),2023-04-06,"5,084,675",10.83,7.26,3.51,5.24,2.63%,11.59B
416,Teleflex Incorporated,TFX,0.035965,243.95,-18.2,(-6.95%),2023-04-06,"312,036",7.67,14.51,34.18,18.07,0.52%,12.10B
417,Akamai Technologies Inc.,AKAM,0.035762,78.44,1.03,(1.33%),2023-04-06,"1,108,446",3.27,6.02,23.67,12.87,-,11.83B
418,Snap-on Incorporated,SNA,0.035723,259.2,29.47,(12.83%),2023-04-06,"315,979",16.82,17.73,13.66,12.95,2.82%,11.96B
419,Trimble Inc.,TRMB,0.035643,49.0,-0.16,(-0.33%),2023-04-06,"1,414,366",1.80,2.92,27.37,16.82,-,11.88B
420,Viatris Inc.,VTRS,0.034757,9.92,0.12,(1.17%),2023-04-06,"9,230,635",1.71,2.90,5.74,3.37,4.90%,11.66B
421,EQT Corporation,EQT,0.034616,32.2,-0.4,(-1.24%),2023-04-06,"5,491,045",3.29,5.37,9.91,6.08,1.84%,11.52B
422,Healthpeak Properties Inc.,PEAK,0.034349,21.43,-0.06,(-0.26%),2023-04-06,"5,381,346",0.91,0.49,23.68,44.11,5.59%,11.60B
423,Domino's Pizza Inc.,DPZ,0.034279,330.5,2.12,(0.65%),2023-04-06,"716,971",12.56,14.84,26.15,22.13,1.47%,11.55B
424,Kimco Realty Corporation,KIM,0.034102,19.07,-0.05,(-0.26%),2023-04-06,"3,177,280",0.16,0.71,120.25,26.97,4.81%,11.42B
425,Hormel Foods Corporation,HRL,0.03409,40.34,-0.16,(-0.38%),2023-04-06,"2,743,220",1.78,1.86,22.77,21.71,2.72%,21.77B
426,Bio-Techne Corporation,TECH,0.034055,75.67,1.63,(2.20%),2023-04-06,"1,046,979",1.61,2.37,46.04,31.31,0.43%,11.37B
427,NiSource Inc,NI,0.033756,28.81,0.12,(0.40%),2023-04-06,"3,067,967",1.70,1.67,16.92,17.19,3.49%,11.78B
428,Host Hotels & Resorts Inc.,HST,0.033626,16.08,-0.01,(-0.03%),2023-04-06,"4,420,975",0.88,0.86,18.21,18.65,2.99%,10.99B
429,Camden Property Trust,CPT,0.033333,104.73,1.24,(1.20%),2023-04-06,"342,071",6.04,1.80,17.15,57.46,3.87%,10.87B
430,Henry Schein Inc.,HSIC,0.033238,84.58,0.6,(0.71%),2023-04-06,"890,739",3.89,5.81,21.57,14.46,-,10.83B
431,Nordson Corporation,NDSN,0.033233,210.41,-1.31,(-0.62%),2023-04-06,"236,338",8.58,9.76,24.68,21.70,1.23%,11.93B
432,Wynn Resorts Limited,WYNN,0.033179,109.12,0.52,(0.47%),2023-04-06,"1,387,775",-3.71,4.09,-,26.54,-,12.03B
433,Brown-Forman Corporation Class B,BF.B,0.033121,63.8,0.87,(1.38%),2023-04-06,"1,774,607",1.51,2.03,41.59,30.97,1.31%,29.99B
434,Western Digital Corporation,WDC,0.032742,35.57,0.51,(1.45%),2023-04-06,"4,662,309",-0.29,1.26,-,27.74,-,11.08B
435,Campbell Soup Company,CPB,0.032719,55.24,-0.32,(-0.58%),2023-04-06,"1,532,885",2.70,3.14,20.57,17.68,2.66%,16.46B
436,Catalent Inc,CTLT,0.032455,65.18,3.56,(5.78%),2023-04-06,"1,854,502",2.26,3.52,27.27,17.51,-,10.92B
437,BorgWarner Inc.,BWA,0.032204,46.05,-0.35,(-0.75%),2023-04-06,"2,041,153",3.99,5.72,11.63,8.12,1.47%,10.65B
438,Juniper Networks Inc.,JNPR,0.03214,33.69,-0.63,(-1.82%),2023-04-06,"3,266,190",1.43,2.58,23.99,13.28,2.56%,10.99B
439,C.H. Robinson Worldwide Inc.,CHRW,0.032022,92.64,-0.54,(-0.58%),2023-04-06,"867,956",7.29,5.15,12.78,18.08,2.62%,10.56B
440,Stanley Black & Decker Inc.,SWK,0.031986,74.3,-0.17,(-0.23%),2023-04-06,"1,403,990",0.97,5.15,76.54,14.45,4.30%,11.00B
441,Loews Corporation,L,0.031905,57.1,0.88,(1.57%),2023-04-06,"591,466",4.16,-,13.51,-,0.44%,13.05B
442,KeyCorp,KEY,0.031554,11.92,0.36,(3.11%),2023-04-06,"19,046,395",1.92,2.12,6.01,5.44,7.09%,10.57B
443,Jack Henry & Associates Inc.,JKHY,0.031314,148.62,1.45,(0.98%),2023-04-06,"456,162",4.82,5.33,30.52,27.61,1.41%,10.55B
444,Masco Corporation,MAS,0.031093,47.07,-0.32,(-0.66%),2023-04-06,"1,716,845",3.62,3.71,13.08,12.78,2.41%,10.39B
445,Celanese Corporation,CE,0.030983,107.77,0.95,(0.88%),2023-04-06,"690,027",17.42,14.50,6.13,7.37,2.62%,11.57B
446,Ceridian HCM Holding Inc.,CDAY,0.030877,68.19,-1.14,(-1.64%),2023-04-06,"672,274",-0.48,1.62,-,42.85,-,10.14B
447,Paramount Global Class B,PARA,0.030846,21.61,0.61,(2.88%),2023-04-06,"8,475,591",1.03,1.71,20.47,12.32,4.57%,13.44B
448,Fox Corporation Class A,FOXA,0.030111,33.37,-0.37,(-1.10%),2023-04-06,"2,604,121",2.72,3.23,12.42,10.44,1.48%,17.26B
449,Match Group Inc.,MTCH,0.029443,35.78,-0.23,(-0.64%),2023-04-06,"6,242,724",1.24,2.57,29.04,14.02,-,9.85B
450,CarMax Inc.,KMX,0.029326,63.88,1.44,(2.30%),2023-04-06,"1,664,926",3.56,2.92,17.55,21.42,-,9.38B
451,Charles River Laboratories International Inc.,CRL,0.029127,196.5,0.76,(0.39%),2023-04-06,"508,814",9.47,12.22,20.66,16.02,-,9.79B
452,Gen Digital Inc.,GEN,0.028847,17.15,-0.06,(-0.35%),2023-04-06,"2,346,163",0.90,2.04,19.04,8.43,2.91%,10.76B
453,Bio-Rad Laboratories Inc. Class A,BIO,0.028725,465.69,1.89,(0.41%),2023-04-06,"95,581",-121.14,18.11,-,25.61,-,13.48B
454,Eastman Chemical Company,EMN,0.028689,81.24,-0.66,(-0.81%),2023-04-06,"948,261",6.29,8.85,13.01,9.25,3.86%,9.58B
455,Molson Coors Beverage Company Class B,TAP,0.028687,52.48,-0.02,(-0.04%),2023-04-06,"1,068,617",-0.82,4.31,-,12.17,3.12%,10.69B
456,Qorvo Inc.,QRVO,0.028556,97.09,2.09,(2.19%),2023-04-06,"1,930,334",4.26,4.38,22.31,21.67,-,9.42B
457,Globe Life Inc.,GL,0.028502,109.76,1.51,(1.40%),2023-04-06,"667,556",7.48,11.23,14.48,9.64,0.83%,10.41B
458,Tapestry Inc.,TPR,0.028487,41.08,0.59,(1.46%),2023-04-06,"4,601,127",3.36,4.18,12.06,9.68,2.96%,9.33B
459,Live Nation Entertainment Inc.,LYV,0.028431,69.11,0.31,(0.46%),2023-04-06,"1,462,182",0.54,1.27,128.60,54.05,-,15.75B
460,Caesars Entertainment Inc,CZR,0.028327,44.82,-1.01,(-2.19%),2023-04-06,"2,105,445",-2.40,2.35,-,19.48,-,9.47B
461,Carnival Corporation,CCL,0.028312,9.72,0.06,(0.57%),2023-04-06,"28,021,242",-4.08,0.78,-,12.43,-,12.04B
462,Regency Centers Corporation,REG,0.027142,60.14,-0.13,(-0.21%),2023-04-06,"594,526",2.81,2.15,21.44,28.05,4.31%,10.04B
463,American Airlines Group Inc.,AAL,0.02643,14.0,0.11,(0.76%),2023-04-06,"14,040,060",0.11,2.94,126.27,4.72,-,8.88B
464,Pinnacle West Capital Corporation,PNW,0.026371,79.72,-0.92,(-1.13%),2023-04-06,"1,197,185",3.94,4.71,20.45,17.14,4.29%,9.11B
465,Rollins Inc.,ROL,0.026059,38.7,0.14,(0.36%),2023-04-06,"1,154,279",0.75,0.94,51.48,41.20,1.35%,18.83B
466,Allegion Public Limited Company,ALLE,0.025651,99.98,0.79,(0.80%),2023-04-06,"836,839",5.19,6.90,19.11,14.37,1.81%,8.58B
467,F5 Inc.,FFIV,0.025462,146.86,-0.34,(-0.23%),2023-04-06,"438,735",4.97,13.23,29.63,11.13,-,7.97B
468,Pentair plc,PNR,0.024994,52.68,0.36,(0.70%),2023-04-06,"1,471,329",2.92,3.99,17.93,13.11,1.68%,8.39B
469,DENTSPLY SIRONA Inc.,XRAY,0.024709,43.26,4.03,(10.27%),2023-04-06,"2,465,747",-4.42,2.23,-,17.55,1.43%,8.29B
470,A. O. Smith Corporation,AOS,0.024126,64.67,0.06,(0.09%),2023-04-06,"1,159,084",1.48,3.59,43.60,17.98,1.86%,9.57B
471,Universal Health Services Inc. Class B,UHS,0.024105,154.84,26.14,(20.31%),2023-04-06,"392,088",9.15,11.28,14.06,11.41,0.62%,8.94B
472,Robert Half International Inc.,RHI,0.024044,74.25,-0.79,(-1.06%),2023-04-06,"813,381",6.02,5.67,12.46,13.24,2.56%,7.82B
473,Huntington Ingalls Industries Inc.,HII,0.024017,206.28,-1.38,(-0.66%),2023-04-06,"381,125",14.45,16.71,14.37,12.43,2.39%,8.29B
474,Bath & Body Works Inc.,BBWI,0.023671,35.4,-0.29,(-0.80%),2023-04-06,"2,805,673",3.42,3.57,10.42,9.99,2.24%,8.09B
475,NRG Energy Inc.,NRG,0.023565,34.49,0.08,(0.24%),2023-04-06,"2,270,495",4.86,5.71,7.08,6.03,4.39%,7.80B
476,WestRock Company,WRK,0.022204,30.0,-0.04,(-0.14%),2023-04-06,"1,659,407",3.14,3.15,9.57,9.54,3.66%,7.49B
477,Franklin Resources Inc.,BEN,0.022195,27.03,0.42,(1.58%),2023-04-06,"2,673,922",1.97,2.67,13.54,9.97,4.51%,12.98B
478,Boston Properties Inc.,BXP,0.021494,52.7,0.17,(0.32%),2023-04-06,"1,351,731",5.40,2.45,9.73,21.44,7.46%,8.11B
479,Advance Auto Parts Inc.,AAP,0.021188,120.65,0.44,(0.36%),2023-04-06,"1,029,565",8.26,11.48,14.55,10.47,4.99%,6.95B
480,V.F. Corporation,VFC,0.021004,21.31,-0.43,(-1.98%),2023-04-06,"6,010,068",1.06,2.21,20.41,9.86,5.52%,8.19B
481,Federal Realty Investment Trust,FRT,0.020841,99.41,1.79,(1.83%),2023-04-06,"292,373",4.62,2.66,21.11,36.67,4.43%,7.68B
482,Invesco Ltd.,IVZ,0.020787,15.91,0.2,(1.24%),2023-04-06,"2,221,248",1.49,1.92,10.55,8.17,4.77%,7.02B
483,Whirlpool Corporation,WHR,0.020516,127.31,-2.14,(-1.65%),2023-04-06,"559,266",-28.02,18.20,-,7.11,5.41%,6.88B
484,Sealed Air Corporation,SEE,0.020314,46.87,-0.12,(-0.26%),2023-04-06,"1,134,499",3.33,4.22,14.12,11.13,1.70%,6.54B
485,News Corporation Class A,NWSA,0.019664,16.02,-1.3,(-7.53%),2023-04-06,"1,987,135",0.51,0.71,33.96,24.33,1.15%,9.82B
486,Hasbro Inc.,HAS,0.019258,52.53,0.59,(1.13%),2023-04-06,"932,105",1.46,4.97,35.62,10.45,5.39%,7.00B
487,Assurant Inc.,AIZ,0.018415,118.29,-0.48,(-0.41%),2023-04-06,"420,111",5.04,13.59,23.55,8.74,2.36%,6.21B
488,Generac Holdings Inc.,GNRC,0.018106,100.37,0.8,(0.81%),2023-04-06,"1,412,314",5.41,8.20,18.39,12.15,-,6.39B
489,Organon & Co.,OGN,0.017359,23.89,0.25,(1.04%),2023-04-06,"1,341,167",3.59,4.72,6.58,5.00,4.74%,5.90B
490,DXC Technology Co.,DXC,0.016655,24.75,-0.16,(-0.64%),2023-04-06,"1,553,432",2.94,4.00,8.49,6.22,-,5.56B
491,Norwegian Cruise Line Holdings Ltd.,NCLH,0.015578,13.06,0.14,(1.08%),2023-04-06,"9,870,289",-5.42,1.57,-,8.25,-,5.38B
492,Comerica Incorporated,CMA,0.01529,41.47,1.55,(3.87%),2023-04-06,"2,920,143",8.47,9.59,4.71,4.16,7.11%,5.33B
493,Alaska Air Group Inc.,ALK,0.015119,42.17,0.22,(0.53%),2023-04-06,"1,692,052",0.44,6.88,96.00,6.10,-,5.22B
494,Mohawk Industries Inc.,MHK,0.013981,93.54,-0.07,(-0.08%),2023-04-06,"559,526",0.29,11.14,327.31,8.40,-,5.72B
495,Ralph Lauren Corporation Class A,RL,0.013655,111.06,-2.78,(-2.45%),2023-04-06,"825,837",7.45,9.22,15.28,12.35,2.64%,7.36B
496,DaVita Inc.,DVA,0.013442,82.41,-0.53,(-0.64%),2023-04-06,"324,141",5.64,7.06,14.71,11.74,-,7.34B
497,Newell Brands Inc,NWL,0.013215,12.15,0.11,(0.91%),2023-04-06,"3,160,425",0.47,1.37,25.51,8.80,7.64%,4.82B
498,Fox Corporation Class B,FOX,0.01262,30.78,-0.24,(-0.77%),2023-04-06,"755,582",2.79,2.35,11.12,13.20,1.61%,17.47B
499,Zions Bancorporation N.A.,ZION,0.012559,29.45,0.82,(2.85%),2023-04-06,"5,847,758",5.79,6.36,4.95,4.50,5.73%,4.29B
500,Lincoln National Corp,LNC,0.009493,20.55,-0.51,(-2.44%),2023-04-06,"4,248,745",-13.17,9.51,-,2.21,8.55%,3.46B
501,First Republic Bank,FRC,0.007142,13.99,0.55,(4.09%),2023-04-06,"22,976,590",8.25,5.23,1.63,2.57,8.04%,2.41B
502,News Corporation Class B,NWS,0.006218,17.43,-0.02,(-0.11%),2023-04-06,"827,644",0.52,-,33.56,-,1.15%,9.98B
503,DISH Network Corporation Class A,DISH,0.006124,8.88,0.35,(4.10%),2023-04-06,"9,191,996",3.62,0.68,2.36,12.56,-,4.38B
